id	n	tau	factorization
407	497952000	864	2^8*3^2*5^3*7^1*13^1*19^1
408	498841200	960	2^4*3^3*5^2*11^1*13^1*17^1*19^1
409	499458960	900	2^4*3^4*5^1*7^2*11^2*13^1
410	499867200	840	2^6*3^4*5^2*7^1*19^1*29^1
411	501064200	864	2^3*3^2*5^2*7^2*13^1*19^1*23^1
412	501228000	960	2^5*3^4*5^3*7^1*13^1*17^1
413	501399360	1008	2^6*3^2*5^1*7^2*11^1*17^1*19^1
414	501621120	1024	2^7*3^3*5^1*7^1*11^1*13^1*29^1
415	502101600	864	2^5*3^1*5^2*7^1*11^2*13^1*19^1
416	504176400	840	2^4*3^6*5^2*7^1*13^1*19^1
417	504504000	1008	2^6*3^2*5^3*7^2*11^1*13^1
418	504947520	840	2^6*3^4*5^1*7^1*11^2*23^1
419	505404900	864	2^2*3^3*5^2*7^1*11^2*13^1*17^1
420	505421280	864	2^5*3^2*5^1*7^2*13^1*19^1*29^1
421	505612800	960	2^9*3^3*5^2*7^1*11^1*19^1
422	505797600	864	2^5*3^1*5^2*7^2*11^1*17^1*23^1
423	505945440	864	2^5*3^5*5^1*7^1*11^1*13^2
424	506338560	864	2^8*3^3*5^1*7^2*13^1*23^1
425	506444400	900	2^4*3^4*5^2*7^2*11^1*29^1
426	507592800	864	2^5*3^2*5^2*11^1*13^1*17^1*29^1
427	507911040	1024	2^7*3^3*5^1*7^1*13^1*17^1*19^1
428	508772880	960	2^4*3^3*5^1*7^2*11^1*19^1*23^1
429	508939200	1008	2^6*3^5*5^2*7^1*11^1*17^1
430	510048000	864	2^8*3^2*5^3*7^1*11^1*23^1
431	511230720	864	2^8*3^1*5^1*7^2*11^1*13^1*19^1
432	512265600	864	2^7*3^3*5^2*7^2*11^2
433	512366400	1008	2^6*3^2*5^2*7^1*13^1*17^1*23^1
434	512794800	900	2^4*3^4*5^2*7^2*17^1*19^1
435	513021600	864	2^5*3^5*5^2*7^1*13^1*29^1
436	513513000	1024	2^3*3^3*5^3*7^1*11^1*13^1*19^1
437	514594080	1152	2^5*3^3*5^1*7^2*11^1*13^1*17^1
438	514829700	864	2^2*3^2*5^2*7^1*11^1*17^1*19^1*23^1
439	515380320	960	2^5*3^4*5^1*7^1*13^1*19^1*23^1
440	516146400	864	2^5*3^2*5^2*7^3*11^1*19^1
441	516423600	840	2^4*3^6*5^2*7^1*11^1*23^1
442	516821760	864	2^8*3^2*5^1*7^1*13^1*17^1*29^1
443	517698720	864	2^5*3^2*5^1*7^2*11^1*23^1*29^1
444	518364000	864	2^5*3^2*5^3*7^1*11^2*17^1
445	518918400	1080	2^8*3^4*5^2*7^1*11^1*13^1
446	519306480	960	2^4*3^2*5^1*7^1*11^1*17^1*19^1*29^1
447	520248960	1024	2^7*3^3*5^1*7^1*11^1*17^1*23^1
448	520359840	864	2^5*3^2*5^1*7^1*11^1*13^1*19^2
449	520720200	864	2^3*3^2*5^2*7^1*11^1*13^1*17^2
450	521277120	840	2^6*3^4*5^1*7^1*13^2*17^1
451	521413200	900	2^4*3^4*5^2*7^1*11^2*19^1
452	521791200	864	2^5*3^3*5^2*7^2*17^1*29^1
453	522161640	960	2^3*3^4*5^1*7^2*11^1*13^1*23^1
454	522522000	960	2^4*3^2*5^3*7^1*11^1*13^1*29^1
455	522849600	1008	2^6*3^3*5^2*7^2*13^1*19^1
456	523783260	960	2^2*3^4*5^1*7^1*11^1*13^1*17^1*19^1
457	523908000	864	2^5*3^5*5^3*7^2*11^1
458	524190240	864	2^5*3^2*5^1*7^2*17^1*19^1*23^1
459	524422080	896	2^6*3^3*5^1*7^1*13^1*23^1*29^1
460	524684160	864	2^7*3^2*5^1*7^2*11^1*13^2
461	524924400	960	2^4*3^1*5^2*7^1*11^1*13^1*19^1*23^1
462	525096000	896	2^6*3^3*5^3*11^1*13^1*17^1
463	526289400	864	2^3*3^5*5^2*7^2*13^1*17^1
464	526680000	840	2^6*3^2*5^4*7^1*11^1*19^1
465	527206680	864	2^3*3^2*5^1*7^2*11^2*13^1*19^1
466	527436000	864	2^5*3^2*5^3*7^2*13^1*23^1
467	527788800	972	2^8*3^2*5^2*7^2*11^1*17^1
468	528184800	864	2^5*3^5*5^2*11^1*13^1*19^1
469	528595200	864	2^8*3^3*5^2*7^1*19^1*23^1
470	529074000	960	2^4*3^2*5^3*7^1*13^1*17^1*19^1
471	529488960	896	2^6*3^1*5^1*7^1*11^1*13^1*19^1*29^1
472	529729200	960	2^4*3^3*5^2*7^3*11^1*13^1
473	530449920	960	2^9*3^2*5^1*7^1*11^1*13^1*23^1
474	530560800	864	2^5*3^3*5^2*7^1*11^2*29^1
475	530893440	960	2^7*3^4*5^1*7^2*11^1*19^1
476	530930400	864	2^5*3^1*5^2*7^1*11^1*13^2*17^1
477	532022400	864	2^7*3^2*5^2*7^2*13^1*29^1
478	532072800	864	2^5*3^5*5^2*7^1*17^1*23^1
479	532097280	864	2^8*3^2*5^1*11^1*13^1*17^1*19^1
480	532972440	1024	2^3*3^3*5^1*7^1*11^1*13^1*17^1*29^1
481	533000160	864	2^5*3^2*5^1*7^1*11^2*19^1*23^1
482	534053520	960	2^4*3^3*5^1*7^1*11^1*13^2*19^1
483	534386160	840	2^4*3^6*5^1*7^2*11^1*17^1
484	534580200	864	2^3*3^2*5^2*7^2*11^1*19^1*29^1
485	534643200	960	2^9*3^3*5^2*7^1*13^1*17^1
486	535134600	864	2^3*3^5*5^2*7^1*11^2*13^1
487	535550400	1008	2^6*3^3*5^2*7^2*11^1*23^1
488	536035500	864	2^2*3^2*5^3*7^2*11^1*13^1*17^1
489	537213600	1152	2^5*3^3*5^2*7^1*11^1*17^1*19^1
490	537451200	840	2^6*3^4*5^2*11^1*13^1*29^1
491	537788160	864	2^8*3^5*5^1*7^1*13^1*19^1
492	537984720	960	2^4*3^3*5^1*7^2*13^1*17^1*23^1
493	538738200	864	2^3*3^2*5^2*7^1*11^1*13^2*23^1
494	539098560	1008	2^6*3^2*5^1*7^1*11^2*13^1*17^1
495	539784000	840	2^6*3^4*5^3*7^2*17^1
496	539922240	896	2^6*3^3*5^1*11^1*13^1*19^1*23^1
497	540207360	864	2^8*3^3*5^1*7^2*11^1*29^1
498	540540000	960	2^5*3^3*5^4*7^1*11^1*13^1
499	541522800	960	2^4*3^3*5^2*7^1*13^1*19^1*29^1
500	541926000	960	2^4*3^2*5^3*7^1*11^1*17^1*23^1
501	542505600	960	2^7*3^4*5^2*7^1*13^1*23^1
502	542868480	880	2^10*3^4*5^1*7^1*11^1*17^1
503	543182640	960	2^4*3^1*5^1*7^2*11^1*13^1*17^1*19^1
504	543422880	864	2^5*3^2*5^1*7^1*11^1*13^2*29^1
505	544190400	840	2^6*3^4*5^2*13^1*17^1*19^1
506	544282200	864	2^3*3^3*5^2*7^2*11^2*17^1
507	544864320	1008	2^6*3^5*5^1*7^2*11^1*13^1
508	545113800	960	2^3*3^4*5^2*7^1*11^1*19^1*23^1
509	545781600	864	2^5*3^2*5^2*7^3*13^1*17^1
510	546638400	1008	2^6*3^2*5^2*7^1*11^1*17^1*29^1
511	546981120	864	2^8*3^3*5^1*7^2*17^1*19^1
512	547026480	960	2^4*3^3*5^1*7^1*11^2*13^1*23^1
513	547747200	1152	2^7*3^2*5^2*7^1*11^1*13^1*19^1
514	548648100	864	2^2*3^3*5^2*7^2*11^1*13^1*29^1
515	548856000	840	2^6*3^4*5^3*7^1*11^2
516	549151680	896	2^6*3^1*5^1*7^1*11^1*17^1*19^1*23^1
517	549853920	960	2^5*3^4*5^1*7^1*11^1*19^1*29^1
518	550236960	864	2^5*3^2*5^1*7^1*13^2*17^1*19^1
519	550368000	864	2^8*3^3*5^3*7^2*13^1
520	550851840	864	2^8*3^5*5^1*7^1*11^1*23^1
521	551170620	864	2^2*3^2*5^1*7^2*11^1*13^1*19^1*23^1
522	551350800	1200	2^4*3^4*5^2*7^1*11^1*13^1*17^1
523	551779200	864	2^7*3^2*5^2*7^2*17^1*23^1
524	552552000	896	2^6*3^1*5^3*7^1*11^1*13^1*23^1
525	553014000	960	2^4*3^3*5^3*7^2*11^1*19^1
526	554178240	896	2^6*3^3*5^1*7^3*11^1*17^1
527	554594040	896	2^3*3^6*5^1*7^1*11^1*13^1*19^1
528	554677200	960	2^4*3^3*5^2*7^1*11^1*23^1*29^1
529	554954400	972	2^5*3^2*5^2*7^2*11^2*13^1
530	555024960	840	2^6*3^4*5^1*7^2*19^1*23^1
531	555527700	864	2^2*3^3*5^2*7^2*13^1*17^1*19^1
532	556174080	864	2^8*3^3*5^1*7^1*11^2*19^1
533	556920000	840	2^6*3^2*5^4*7^1*13^1*17^1
534	557356800	864	2^8*3^1*5^2*7^1*11^1*13^1*29^1
535	557409600	840	2^6*3^4*5^2*11^1*17^1*23^1
536	557476920	864	2^3*3^2*5^1*7^2*11^1*13^2*17^1
537	558702144	896	2^6*3^3*7^1*11^1*13^1*17^1*19^1
538	558835200	900	2^9*3^4*5^2*7^2*11^1
539	559458900	864	2^2*3^5*5^2*7^1*11^1*13^1*23^1
540	559833120	864	2^5*3^5*5^1*7^1*11^2*17^1
541	560196000	960	2^5*3^4*5^3*7^1*13^1*19^1
542	561052800	864	2^7*3^2*5^2*7^1*11^2*23^1
543	561375360	960	2^7*3^4*5^1*7^2*13^1*17^1
544	561632400	960	2^4*3^3*5^2*7^1*17^1*19^1*23^1
545	562161600	1008	2^6*3^3*5^2*7^1*11^1*13^2
546	562716000	864	2^5*3^2*5^3*7^2*11^1*29^1
547	563603040	1152	2^5*3^2*5^1*7^1*11^1*13^1*17^1*23^1
548	564074280	960	2^3*3^4*5^1*7^2*11^1*17^1*19^1
549	564323760	960	2^4*3^5*5^1*7^1*11^1*13^1*29^1
550	564345600	864	2^8*3^1*5^2*7^1*13^1*17^1*19^1
551	564864300	864	2^2*3^3*5^2*7^1*11^2*13^1*19^1
552	565044480	864	2^8*3^2*5^1*7^3*11^1*13^1
553	565273800	864	2^3*3^2*5^2*7^2*13^1*17^1*29^1
554	565303200	864	2^5*3^1*5^2*7^2*11^1*19^1*23^1
555	565488000	1024	2^7*3^3*5^3*7^1*11^1*17^1
556	566516160	896	2^6*3^3*5^1*7^1*17^1*19^1*29^1
557	567309600	864	2^5*3^2*5^2*11^1*13^1*19^1*29^1
558	567567000	960	2^3*3^4*5^3*7^2*11^1*13^1
559	568058400	864	2^5*3^3*5^2*7^1*13^1*17^2
560	568339200	864	2^8*3^3*5^2*11^1*13^1*23^1
561	568814400	1008	2^6*3^5*5^2*7^1*11^1*19^1
562	569022300	864	2^2*3^3*5^2*7^2*11^1*17^1*23^1
563	569630880	864	2^5*3^5*5^1*7^2*13^1*23^1
564	569772000	864	2^5*3^2*5^3*7^2*17^1*19^1
565	570024000	896	2^6*3^3*5^3*7^1*13^1*29^1
566	570810240	960	2^7*3^4*5^1*7^1*11^2*13^1
567	571399920	960	2^4*3^5*5^1*7^1*13^1*17^1*19^1
568	571485600	864	2^5*3^2*5^2*7^1*17^1*23^1*29^1
569	571771200	1008	2^6*3^1*5^2*7^2*11^1*13^1*17^1
570	572644800	1008	2^6*3^2*5^2*7^1*13^1*19^1*23^1
571	573027840	960	2^9*3^2*5^1*7^1*11^1*17^1*19^1
572	573804000	960	2^5*3^4*5^3*7^1*11^1*23^1
573	573970320	960	2^4*3^3*5^1*7^2*11^1*17^1*29^1
574	574774200	864	2^3*3^2*5^2*7^1*11^2*13^1*29^1
575	575134560	1152	2^5*3^3*5^1*7^2*11^1*13^1*19^1
576	576412200	960	2^3*3^4*5^2*7^1*13^1*17^1*23^1
577	576576000	960	2^9*3^2*5^3*7^1*11^1*13^1
578	576797760	840	2^6*3^4*5^1*7^1*11^1*17^2
579	577605600	864	2^5*3^3*5^2*11^2*13^1*17^1
580	577624320	864	2^8*3^2*5^1*7^1*13^1*19^1*29^1
581	577886400	840	2^6*3^4*5^2*7^3*13^1
582	578054400	864	2^8*3^1*5^2*7^1*11^1*17^1*23^1
583	578793600	960	2^7*3^4*5^2*7^1*11^1*29^1
584	578918340	864	2^2*3^5*5^1*7^2*11^1*13^1*17^1
585	579196800	864	2^7*3^2*5^2*7^1*13^2*17^1
586	579348000	864	2^5*3^2*5^3*7^1*11^2*19^1
587	580179600	1080	2^4*3^2*5^2*7^2*11^1*13^1*23^1
588	580567680	864	2^7*3^2*5^1*7^2*11^2*17^1
589	581424480	960	2^5*3^4*5^1*7^1*13^1*17^1*29^1
590	581454720	1024	2^7*3^3*5^1*7^1*11^1*19^1*23^1
591	581981400	1152	2^3*3^2*5^2*7^1*11^1*13^1*17^1*19^1
592	582120000	840	2^6*3^3*5^4*7^2*11^1
593	582603840	840	2^6*3^4*5^1*7^1*13^2*19^1
594	583178400	864	2^5*3^3*5^2*7^2*19^1*29^1
595	583783200	1008	2^5*3^6*5^2*7^1*11^1*13^1
596	584766000	960	2^4*3^3*5^3*7^2*13^1*17^1
597	585224640	1008	2^6*3^2*5^1*7^2*11^1*13^1*29^1
598	585280080	960	2^4*3^5*5^1*7^1*11^1*17^1*23^1
599	586051200	960	2^7*3^4*5^2*7^1*17^1*19^1
600	586872000	896	2^6*3^3*5^3*11^1*13^1*19^1
601	587714400	864	2^5*3^3*5^2*7^1*13^2*23^1
602	588107520	1152	2^8*3^3*5^1*7^1*11^1*13^1*17^1
603	588205800	864	2^3*3^5*5^2*7^2*13^1*19^1
604	588376800	864	2^5*3^2*5^2*11^1*17^1*19^1*23^1
605	589105440	864	2^5*3^3*5^1*7^2*11^2*23^1
606	589881600	972	2^8*3^2*5^2*7^2*11^1*19^1
607	590269680	900	2^4*3^4*5^1*7^2*11^1*13^2
608	590934960	960	2^4*3^3*5^1*7^1*11^2*17^1*19^1
609	591192000	896	2^6*3^3*5^3*7^1*17^1*23^1
610	591655680	864	2^8*3^2*5^1*7^1*11^1*23^1*29^1
611	592191600	960	2^4*3^1*5^2*7^1*11^1*13^1*17^1*29^1
612	592562880	1008	2^6*3^2*5^1*7^2*13^1*17^1*19^1
613	593392800	864	2^5*3^1*5^2*7^1*11^1*13^2*19^1
614	593762400	1080	2^5*3^4*5^2*7^2*11^1*17^1
615	594594000	960	2^4*3^3*5^3*7^1*11^2*13^1
616	594669600	864	2^5*3^5*5^2*7^1*19^1*23^1
617	595675080	1024	2^3*3^3*5^1*7^1*11^1*13^1*19^1*29^1
618	596118600	864	2^3*3^2*5^2*7^1*11^2*17^1*23^1
619	596332800	864	2^8*3^3*5^2*7^1*17^1*29^1
620	596756160	1120	2^6*3^4*5^1*7^1*11^1*13^1*23^1
621	596904000	896	2^6*3^1*5^3*7^1*11^1*17^1*19^1
622	597255120	840	2^4*3^6*5^1*7^2*11^1*19^1
623	597296700	864	2^2*3^3*5^2*7^1*11^1*13^2*17^1
624	597542400	960	2^9*3^3*5^2*7^1*13^1*19^1
625	597760800	864	2^5*3^1*5^2*7^2*13^1*17^1*23^1
626	598525200	900	2^4*3^4*5^2*7^2*13^1*29^1
627	598609440	960	2^5*3^4*5^1*11^1*13^1*17^1*19^1
628	598752000	864	2^8*3^5*5^3*7^1*11^1
629	599074560	864	2^8*3^2*5^1*7^1*17^1*19^1*23^1
630	599098500	864	2^2*3^2*5^3*7^2*11^1*13^1*19^1
631	600359760	960	2^4*3^2*5^1*7^3*11^1*13^1*17^1
632	600415200	864	2^5*3^3*5^2*7^1*11^1*19^2
633	600900300	864	2^2*3^2*5^2*7^1*11^1*13^1*23^1*29^1
634	601277040	960	2^4*3^3*5^1*7^2*13^1*19^1*23^1
635	601302240	864	2^5*3^2*5^1*7^1*11^2*17^1*29^1
636	601473600	1008	2^6*3^5*5^2*7^1*13^1*17^1
637	602494200	864	2^3*3^5*5^2*7^2*11^1*23^1
638	602521920	1008	2^6*3^2*5^1*7^1*11^2*13^1*19^1
639	602784000	864	2^8*3^2*5^3*7^1*13^1*23^1
640	603187200	864	2^11*3^2*5^2*7^1*11^1*17^1
641	603288000	840	2^6*3^4*5^3*7^2*19^1
642	603860400	960	2^4*3^3*5^2*11^1*13^1*17^1*23^1
643	604365300	864	2^2*3^5*5^2*7^1*11^1*17^1*19^1
644	605102400	840	2^6*3^4*5^2*7^1*23^1*29^1
645	605404800	1152	2^7*3^3*5^2*7^2*11^1*13^1
646	605682000	960	2^4*3^2*5^3*7^1*11^1*19^1*23^1
647	606485880	960	2^3*3^4*5^1*7^1*11^2*13^1*17^1
648	606735360	880	2^10*3^4*5^1*7^1*11^1*19^1
649	606957120	1008	2^6*3^2*5^1*7^2*11^1*17^1*23^1
650	607733280	864	2^5*3^5*5^1*7^2*11^1*29^1
651	607807200	864	2^5*3^1*5^2*7^1*11^2*13^1*23^1
652	608156640	864	2^5*3^3*5^1*7^2*13^2*17^1
653	608315400	864	2^3*3^3*5^2*7^2*11^2*19^1
654	608435100	864	2^2*3^2*5^2*7^1*13^1*17^1*19^1*23^1
655	608842080	864	2^5*3^2*5^1*7^1*11^1*17^2*19^1
656	609111360	896	2^6*3^3*5^1*11^1*13^1*17^1*29^1
657	609991200	864	2^5*3^2*5^2*7^3*13^1*19^1
658	610318800	840	2^4*3^6*5^2*7^1*13^1*23^1
659	610727040	896	2^7*3^6*5^1*7^1*11^1*17^1
660	610948800	1008	2^6*3^2*5^2*7^1*11^1*19^1*29^1
661	611825760	864	2^5*3^2*5^1*7^2*13^1*23^1*29^1
662	612057600	960	2^9*3^3*5^2*7^1*11^1*23^1
663	612612000	1152	2^5*3^2*5^3*7^1*11^1*13^1*17^1
664	613725840	960	2^4*3^2*5^1*7^1*13^1*17^1*19^1*29^1
665	613958400	864	2^8*3^3*5^2*11^1*17^1*19^1
666	614839680	1024	2^7*3^3*5^1*7^1*13^1*17^1*23^1
667	614968200	960	2^3*3^4*5^2*7^1*11^1*17^1*29^1
668	615353760	864	2^5*3^5*5^1*7^2*17^1*19^1
669	616215600	1200	2^4*3^4*5^2*7^1*11^1*13^1*19^1
670	616694400	864	2^7*3^2*5^2*7^2*19^1*23^1
671	617512896	840	2^6*3^4*7^2*11^1*13^1*17^1
672	617795640	1024	2^3*3^3*5^1*7^1*11^1*17^1*19^1*23^1
673	618377760	864	2^5*3^3*5^1*7^1*11^2*13^2
674	618858240	864	2^8*3^1*5^1*7^2*11^1*13^1*23^1
675	619164000	864	2^5*3^5*5^3*7^2*13^1
676	619375680	896	2^6*3^3*5^1*7^3*11^1*19^1
677	620751600	900	2^4*3^4*5^2*7^2*17^1*23^1
678	620780160	1024	2^7*3^1*5^1*7^1*11^1*13^1*17^1*19^1
679	621621000	1024	2^3*3^3*5^3*7^1*11^1*13^1*23^1
680	621801180	864	2^2*3^2*5^1*7^2*11^1*13^1*17^1*29^1
681	622036800	1008	2^6*3^3*5^2*7^1*11^2*17^1
682	622440000	840	2^6*3^2*5^4*7^1*13^1*19^1
683	622702080	960	2^9*3^5*5^1*7^1*11^1*13^1
684	622987200	840	2^6*3^4*5^2*11^1*19^1*23^1
685	623062440	864	2^3*3^2*5^1*7^2*11^1*13^2*19^1
686	623750400	972	2^8*3^2*5^2*7^2*13^1*17^1
687	624808800	864	2^5*3^2*5^2*7^3*11^1*23^1
688	624864240	960	2^4*3^3*5^1*7^1*11^1*13^1*17^2
689	625695840	864	2^5*3^5*5^1*7^1*11^2*19^1
690	626149440	840	2^6*3^4*5^1*7^2*17^1*29^1
691	626749200	1080	2^4*3^2*5^2*7^2*11^1*17^1*19^1
692	627026400	1152	2^5*3^3*5^2*7^1*11^1*13^1*29^1
693	627419520	960	2^7*3^4*5^1*7^2*13^1*19^1
694	628634160	960	2^4*3^2*5^1*7^1*11^1*17^1*23^1*29^1
695	628689600	882	2^6*3^6*5^2*7^2*11^1
696	628948320	864	2^5*3^1*5^1*7^2*11^2*13^1*17^1
697	629909280	1152	2^5*3^2*5^1*7^1*11^1*13^1*19^1*23^1
698	630115200	960	2^7*3^4*5^2*11^1*13^1*17^1
699	630630000	900	2^4*3^2*5^4*7^2*11^1*13^1
700	631184400	900	2^4*3^4*5^2*7^1*11^2*23^1
701	631547280	840	2^4*3^6*5^1*7^2*13^1*17^1
702	631776600	864	2^3*3^2*5^2*7^2*13^1*19^1*29^1
703	632016000	1024	2^7*3^3*5^3*7^1*11^1*19^1
704	632431800	864	2^3*3^5*5^2*7^1*11^1*13^2
705	632923200	1008	2^6*3^3*5^2*7^2*13^1*23^1
706	633346560	960	2^9*3^3*5^1*7^2*11^1*17^1
707	634053420	960	2^2*3^4*5^1*7^1*11^1*13^1*17^1*23^1
708	634233600	972	2^8*3^2*5^2*7^1*11^2*13^1
709	634888800	1152	2^5*3^3*5^2*7^1*13^1*17^1*19^1
710	635675040	960	2^5*3^4*5^1*7^3*11^1*13^1
711	635966100	864	2^2*3^3*5^2*7^2*11^1*19^1*23^1
712	636174000	960	2^4*3^5*5^3*7^1*11^1*17^1
713	636672960	840	2^6*3^4*5^1*7^1*11^2*29^1
714	637116480	1008	2^6*3^2*5^1*7^1*11^1*13^2*17^1
715	637560000	840	2^6*3^2*5^4*7^1*11^1*23^1
716	637744800	864	2^5*3^1*5^2*7^2*11^1*17^1*29^1
717	638197560	864	2^3*3^2*5^1*7^2*11^2*13^1*23^1
718	638426880	864	2^8*3^3*5^1*7^2*13^1*29^1
719	638719200	864	2^5*3^2*5^2*7^1*19^1*23^1*29^1
720	639038400	1008	2^6*3^1*5^2*7^2*11^1*13^1*19^1
721	639381600	864	2^5*3^5*5^2*11^1*13^1*23^1
722	640179540	864	2^2*3^2*5^1*7^1*11^2*13^1*17^1*19^1
723	640332000	864	2^5*3^3*5^3*7^2*11^2
724	640458000	960	2^4*3^2*5^3*7^1*13^1*17^1*23^1
725	640886400	864	2^7*3^2*5^2*7^1*11^1*17^2
726	640960320	896	2^6*3^1*5^1*7^1*11^1*13^1*23^1*29^1
727	641496240	960	2^4*3^3*5^1*7^2*11^1*19^1*29^1
728	641571840	880	2^10*3^4*5^1*7^1*13^1*17^1
729	642161520	840	2^4*3^6*5^1*7^1*11^2*13^1
730	642660480	960	2^7*3^4*5^1*7^2*11^1*23^1
731	643104000	864	2^8*3^2*5^3*7^1*11^1*29^1
732	643242600	1152	2^3*3^3*5^2*7^2*11^1*13^1*17^1
733	644117760	864	2^8*3^2*5^1*11^1*13^1*17^1*23^1
734	644225400	960	2^3*3^4*5^2*7^1*13^1*19^1*23^1
735	644656320	1120	2^6*3^4*5^1*7^1*11^1*17^1*19^1
736	645559200	864	2^5*3^3*5^2*11^2*13^1*19^1
737	645765120	864	2^11*3^2*5^1*7^2*11^1*13^1
738	646027200	1008	2^6*3^2*5^2*7^1*13^1*17^1*29^1
739	646060800	864	2^8*3^1*5^2*7^1*11^1*19^1*23^1
740	646485840	960	2^4*3^3*5^1*7^1*11^1*13^2*23^1
741	647026380	864	2^2*3^5*5^1*7^2*11^1*13^1*19^1
742	647123400	864	2^3*3^2*5^2*7^2*11^1*23^1*29^1
743	647337600	864	2^7*3^2*5^2*7^1*13^2*19^1
744	647740800	864	2^7*3^5*5^2*7^2*17^1
745	648648000	1120	2^6*3^4*5^3*7^1*11^1*13^1
746	648869760	864	2^7*3^2*5^1*7^2*11^2*19^1
747	648997440	896	2^6*3^1*5^1*7^1*13^1*17^1*19^1*23^1
748	649133100	864	2^2*3^2*5^2*7^1*11^1*17^1*19^1*29^1
749	649827360	960	2^5*3^4*5^1*7^1*13^1*19^1*29^1
750	650311200	1152	2^5*3^3*5^2*7^1*11^1*17^1*23^1
751	650449800	864	2^3*3^2*5^2*7^1*11^1*13^1*19^2
752	651006720	864	2^8*3^5*5^1*7^1*13^1*23^1
753	651142800	840	2^4*3^6*5^2*7^1*11^1*29^1
754	651168000	864	2^8*3^2*5^3*7^1*17^1*19^1
755	651596400	900	2^4*3^4*5^2*7^1*13^2*17^1
756	651819168	864	2^5*3^2*7^2*11^1*13^1*17^1*19^1
757	651974400	864	2^8*3^3*5^2*7^3*11^1
758	653138640	900	2^4*3^4*5^1*7^2*11^2*17^1
759	653452800	960	2^9*3^1*5^2*7^1*11^1*13^1*17^1
760	653562000	960	2^4*3^3*5^3*7^2*13^1*19^1
761	654136560	960	2^4*3^5*5^1*7^1*11^1*19^1*23^1
762	654937920	896	2^6*3^3*5^1*7^3*13^1*17^1
763	655237800	864	2^3*3^2*5^2*7^2*17^1*19^1*23^1
764	655527600	960	2^4*3^3*5^2*7^1*13^1*23^1*29^1
765	655855200	972	2^5*3^2*5^2*7^2*11^1*13^2
766	655966080	1024	2^7*3^3*5^1*7^1*11^1*17^1*29^1
767	656594400	864	2^5*3^1*5^2*7^1*11^2*17^1*19^1
768	657296640	1152	2^8*3^3*5^1*7^1*11^1*13^1*19^1
769	657536880	960	2^4*3^1*5^1*7^2*11^1*13^1*17^1*23^1
770	658377720	960	2^3*3^4*5^1*7^2*11^1*13^1*29^1
771	658627200	864	2^7*3^5*5^2*7^1*11^2
772	658756800	840	2^6*3^4*5^2*13^1*17^1*23^1
773	659307600	840	2^4*3^6*5^2*7^1*17^1*19^1
774	659736000	1008	2^6*3^2*5^3*7^2*11^1*17^1
775	660441600	900	2^9*3^4*5^2*7^2*13^1
776	660744000	896	2^6*3^3*5^3*7^1*19^1*23^1
777	660935520	864	2^5*3^2*5^1*7^2*17^1*19^1*29^1
778	661620960	1152	2^5*3^5*5^1*7^1*11^1*13^1*17^1
779	661861200	960	2^4*3^1*5^2*7^1*11^1*13^1*19^1*29^1
780	662135040	864	2^8*3^3*5^1*7^2*17^1*23^1
781	663062400	1152	2^7*3^2*5^2*7^1*11^1*13^1*23^1
782	663616800	1080	2^5*3^4*5^2*7^2*11^1*19^1
783	665028000	864	2^5*3^2*5^3*7^2*13^1*29^1
784	665121600	1008	2^6*3^2*5^2*11^1*13^1*17^1*19^1
785	665612640	960	2^5*3^4*5^1*7^1*11^1*23^1*29^1
786	665945280	1008	2^6*3^3*5^1*7^2*11^2*13^1
787	666076320	864	2^5*3^2*5^1*7^1*13^2*17^1*23^1
788	666250200	864	2^3*3^2*5^2*7^1*11^2*19^1*23^1
789	666489600	864	2^8*3^3*5^2*7^1*19^1*29^1
790	666633240	960	2^3*3^4*5^1*7^2*13^1*17^1*19^1
791	667566900	864	2^2*3^3*5^2*7^1*11^1*13^2*19^1
792	668085600	864	2^5*3^1*5^2*7^2*13^1*19^1*23^1
793	668304000	1024	2^7*3^3*5^3*7^1*13^1*17^1
794	668532480	864	2^8*3^1*5^1*7^2*11^1*17^1*19^1
795	668828160	960	2^9*3^2*5^1*7^1*11^1*13^1*29^1
796	669438000	960	2^4*3^3*5^3*7^2*11^1*23^1
797	670874400	864	2^5*3^5*5^2*7^1*17^1*29^1
798	670990320	960	2^4*3^2*5^1*7^3*11^1*13^1*19^1
799	671350680	896	2^3*3^6*5^1*7^1*11^1*13^1*23^1
800	671517000	1024	2^3*3^3*5^3*7^1*11^1*17^1*19^1
801	672043680	864	2^5*3^2*5^1*7^1*11^2*19^1*29^1
802	672235200	1008	2^6*3^5*5^2*7^1*13^1*19^1
803	672480900	864	2^2*3^3*5^2*7^2*13^1*17^1*23^1
804	672672000	864	2^8*3^1*5^3*7^2*11^1*13^1
805	672930720	864	2^5*3^3*5^1*7^2*11^1*17^2
806	673263360	864	2^8*3^3*5^1*7^1*11^2*23^1
807	673873200	1080	2^4*3^2*5^2*7^1*11^2*13^1*17^1
808	673958880	960	2^5*3^4*5^1*7^1*17^1*19^1*23^1
809	674150400	864	2^11*3^2*5^2*7^1*11^1*19^1
810	674593920	960	2^7*3^4*5^1*7^1*11^1*13^2
811	674902800	960	2^4*3^3*5^2*11^1*13^1*19^1*23^1
812	675259200	1008	2^6*3^3*5^2*7^2*11^1*29^1
813	676323648	896	2^6*3^3*7^1*11^1*13^1*17^1*23^1
