category,A,M,k,E_over_C,surplus,H_ratio,budget_ratio,worst_r_over_q,theoretical_ok,actual_ok,decomp_ok,first_mismatch_x,first_mismatch_sum,first_mismatch_F,max_gap,true_ratio,C,E,V,U,budget
smooth<=100,"{14,18,21,22,24,25,33,35,45}",45,9,300.06373626373625,-4248.238961038962,2.554824561403509,2.0005365677870763,0.0012987012987012987,False,False,False,45,9,13,74,1.1919172932330828,4.727272727272728,1418.4831168831172,5.814393939393939,1.8213440087088493,9.457081956811637
smooth<=100,"{24,27,30,35,44,49}",49,6,403.7502138579983,-3264.7365079365086,3.4897959183673475,2.3762506733813016,0.0017676767676767676,False,False,False,54,7,8,54,1.290816326530612,2.6989898989898995,1089.717748917749,4.510886644219977,0.9512949603520513,6.41347656492408
smooth<=100,"{7,10,11,15,18,24,27}",27,7,417.99538958045184,-4704.0952380952385,2.296296296296296,1.7615038633152198,0.0006493506493506494,False,False,False,27,7,11,69,1.2226190476190477,3.7558441558441564,1569.9255411255415,3.5511966604823737,1.5323686650234993,6.615933990529372
smooth<=100,"{22,42}",42,2,11.740259740259742,-66.96103896103897,1.8863636363636367,0.9912564008949551,0.09090909090909091,False,True,False,66,3,4,8,1.496031746031746,2.0,23.480519480519483,0.9090909090909091,0.5367109463495007,1.9825128017899103
smooth<=100,"{16,21,36,60,66,70,88}",88,7,193.70066781559674,-3106.620490620491,2.0061188811188813,1.5097777957157497,0.003174603174603174,False,False,False,88,9,15,84,1.193369301743686,5.358730158730159,1037.9896103896106,4.468178382464096,1.8111567122095165,8.09049180688313
smooth<=100,"{20,22,30,36,48,50,55,56,63}",63,9,496.9365221469071,-6048.869783549784,2.804511278195489,2.2440708116448427,0.0009090909090909091,False,False,False,63,9,12,71,1.173524720893142,4.061818181818182,2018.4658008658012,5.417348484848484,1.8488295695890116,9.115007624026507
smooth<=100,"{5,16,18,42,44,56,63}",63,7,148.76804915514595,-3260.800865800866,1.8030769230769226,1.4214129900764119,0.003409090909090909,False,False,False,63,10,22,132,1.1688063660477452,7.327272727272728,1090.0640692640695,5.2839167888563034,2.565581923760885,10.415080636378073
smooth<=100,"{18,21,27,32,40}",40,5,59.464000000000006,-420.7809523809525,2.736111111111111,1.975712704744906,0.010582010582010583,False,False,False,40,5,6,39,1.2916666666666667,2.3809523809523814,141.58095238095243,2.8690476190476186,0.9175151246963174,4.704077868440253
smooth<=100,"{8,9,10,11,12,14,15}",15,7,564.8797507788163,-4705.071861471863,3.6249999999999996,2.5999693047355845,0.0005411255411255411,False,False,False,18,8,9,40,1.258320914058619,2.7792207792207795,1569.9255411255415,5.206890331890332,1.0094991925835037,7.225888717057339
smooth<=100,"{24,60,70,84,100}",100,5,16.183333333333337,-215.39047619047622,1.956,1.1436389080608853,0.023809523809523808,False,False,False,120,8,9,27,1.2355555555555555,4.571428571428572,73.9809523809524,3.5396825396825387,0.8441905200121833,5.228063579706905
smooth<=100,"{6,7,8,9,10}",10,5,70.7904761904762,-421.16190476190485,3.166666666666667,2.353050397877984,0.007936507936507936,False,False,False,12,5,6,26,1.244047619047619,2.0000000000000004,141.58095238095243,3.2499999999999996,0.7280503978779844,4.706100795755969
smooth<=100,"{6,8,9,11,20}",20,5,63.509497206703905,-683.7050505050505,1.98,1.3715114314595098,0.010101010101010102,False,False,False,20,6,8,41,1.1548821548821548,3.616161616161617,229.66060606060609,2.865319865319865,1.0471435646254446,4.959606994570754
smooth<=100,"{28,33,36,40,48,49,50,55,60,63}",63,10,719.1094499815431,-8089.490562770564,3.5817805383022776,2.6867156537440144,0.00045454545454545455,False,False,False,63,10,11,73,1.2440476190476193,3.7527272727272734,2698.6216450216457,6.726439393939393,1.678035856964528,10.082511107868449
smooth<=100,"{14,16,21,25,33,36}",36,6,360.8345238095238,-3144.4917748917755,3.098958333333334,2.128535391542733,0.0012987012987012987,False,False,False,36,7,8,57,1.2589285714285716,2.9090909090909096,1049.700432900433,4.09090909090909,1.0505969331530673,6.192102957215225
smooth<=100,"{25,30,36,48,66,81,84}",84,7,547.7565530799476,-5784.223953823955,2.6597222222222214,2.1941386836292502,0.00101010101010101,False,False,False,84,7,11,69,1.182686567164179,3.5232323232323237,1929.8735930735934,4.570767676767677,1.5798463275246595,7.730460331816996
smooth<=100,"{25,33,36,40,44,45,48,56,60,81}",81,10,621.2681676734395,-8808.30562770563,2.979423868312757,2.301660870223174,0.0005844155844155844,False,False,False,81,10,15,92,1.2186440677966104,4.729870129870131,2938.5177489177495,6.253629870129869,2.316463564514806,10.886556999159481
smooth<=100,"{8,12,15,20,21}",21,5,30.94009216589862,-282.7285714285715,2.2678571428571432,1.4951433811999908,0.025,False,False,False,24,6,7,25,1.2083333333333335,3.1000000000000005,95.91428571428574,3.0666666666666664,0.7841389075266529,4.634944481719972
smooth<=100,"{44,50,55,63,66}",66,5,159.76819992756248,-913.1629437229439,3.5732323232323235,2.55905630991045,0.002857142857142857,False,False,False,100,6,7,34,1.3920000000000001,1.9123809523809527,305.53766233766237,3.5876190476190475,0.6531357477619931,4.8938905431430335
smooth<=100,"{30,42,44,45,50,56,63,64,66}",66,9,489.7479696096411,-4849.696103896104,3.5363636363636357,2.51155292325465,0.0008928571428571428,False,False,False,66,9,10,59,1.2575757575757576,3.3047619047619055,1618.5004329004332,5.7264880952380945,1.2867981636636374,8.30008442256537
smooth<=100,"{25,33,40,42,45,54,60}",60,7,679.5743902439024,-5784.90735930736,3.2977777777777777,2.4765093665378406,0.0004329004329004329,False,False,False,60,7,8,60,1.2790123456790121,2.8398268398268405,1929.8735930735934,4.6601731601731595,1.1863423040017835,7.032857768176727
smooth<=100,"{21,30,35,48,49,50,54,75,77,80}",80,10,638.3383216783217,-9024.79686662544,2.6517857142857144,2.126996713629097,0.0008658008658008658,False,False,False,80,10,14,86,1.2532679738562091,4.71655328798186,3010.7567099567104,5.950113378684806,2.0409899822545605,10.032093343193928
smooth<=100,"{21,24,27,32,40,45}",45,6,54.53502109704642,-456.91190476190485,2.7151515151515153,2.055937408568689,0.008928571428571428,False,False,False,45,6,7,44,1.23015873015873,2.821428571428572,153.8666666666667,3.6959325396825395,1.052374002960988,5.800680545604516
smooth<=100,"{5,6,7,8}",8,4,55.69318181818182,-277.02857142857147,3.0,2.0192133600152466,0.009523809523809525,False,False,False,10,4,5,23,1.2857142857142858,1.6761904761904765,93.35238095238097,2.3238095238095235,0.5303883398223024,3.3845862034541283
