id	n	tau	factorization
9402	365644800	396	2^10*3^3*5^2*23^2
9403	365765625	105	3^4*5^6*17^2
9404	365783040	504	2^11*3^6*5^1*7^2
9405	365797152	270	2^5*3^2*7^4*23^2
9406	366025000	120	2^3*5^5*11^4
9407	366054000	360	2^4*3^1*5^3*13^2*19^2
9408	366186496	117	2^12*13^2*23^2
9409	366307500	270	2^2*3^1*5^4*13^2*17^2
9410	366339600	405	2^4*3^2*5^2*11^2*29^2
9411	366799104	405	2^8*3^4*7^2*19^2
9412	366914400	324	2^5*3^1*5^2*17^2*23^2
9413	367067281	45	7^4*17^2*23^2
9414	367313408	150	2^9*7^2*11^4
9415	367357210	108	2^1*5^1*11^2*19^2*29^2
9416	367537500	324	2^2*3^5*5^5*11^2
9417	367853400	288	2^3*3^7*5^2*29^2
9418	368072712	324	2^3*3^2*7^2*17^2*19^2
9419	368327610	180	2^1*3^2*5^1*7^2*17^4
9420	368398368	270	2^5*3^4*13^2*29^2
9421	368640000	255	2^16*3^2*5^4
9422	368691840	432	2^7*3^2*5^1*11^2*23^2
9423	368793600	360	2^11*3^1*5^2*7^4
9424	368831232	486	2^8*3^5*7^2*11^2
9425	368875215	108	3^5*5^1*19^2*29^2
9426	368947264	63	2^6*7^8
9427	369056250	132	2^1*3^10*5^5
9428	369104450	162	2^1*5^2*11^2*13^2*19^2
9429	369664000	168	2^13*5^3*19^2
9430	369677529	81	3^2*13^2*17^2*29^2
9431	369715984	135	2^4*11^2*19^2*23^2
9432	369920000	180	2^11*5^4*17^2
9433	370111896	432	2^3*3^3*7^2*11^2*17^2
9434	370150560	300	2^5*3^4*5^1*13^4
9435	370215360	336	2^6*3^7*5^1*23^2
9436	370229643	60	3^3*7^2*23^4
9437	370355328	264	2^7*3^10*7^2
9438	370562500	189	2^2*5^6*7^2*11^2
9439	370629675	162	3^5*5^2*13^2*19^2
9440	370881000	432	2^3*3^2*5^3*7^2*29^2
9441	371149350	180	2^1*3^1*5^2*11^4*13^2
9442	371178756	135	2^2*3^2*13^4*19^2
9443	371243736	216	2^3*3^5*19^2*23^2
9444	371641284	243	2^2*3^8*7^2*17^2
9445	371764272	150	2^4*3^1*11^4*23^2
9446	371911225	81	5^2*7^2*19^2*29^2
9447	372031488	180	2^14*3^3*29^2
9448	372093750	252	2^1*3^5*5^6*7^2
9449	372645000	540	2^3*3^2*5^4*7^2*13^2
9450	372683025	189	3^6*5^2*11^2*13^2
9451	373235148	180	2^2*3^3*11^2*13^4
9452	373262400	567	2^6*3^2*5^2*7^2*23^2
9453	373300488	252	2^3*3^6*11^2*23^2
9454	373323264	180	2^9*3^1*17^2*29^2
9455	373417926	84	2^1*3^1*7^6*23^2
9456	373800960	360	2^14*3^3*5^1*13^2
9457	373971675	162	3^1*5^2*7^2*11^2*29^2
9458	374151649	15	23^2*29^4
9459	374284800	450	2^9*3^4*5^2*19^2
9460	374299240	216	2^3*5^1*7^2*19^2*23^2
9461	374440752	300	2^4*3^3*7^4*19^2
9462	374544000	480	2^7*3^4*5^3*17^2
9463	374558450	162	2^1*5^2*7^2*17^2*23^2
9464	374700060	360	2^2*3^3*5^1*7^4*17^2
9465	374777442	90	2^1*3^8*13^4
9466	374809600	165	2^10*5^2*11^4
9467	374839296	216	2^11*3^1*13^2*19^2
9468	374843052	108	2^2*3^11*23^2
9469	375000000	140	2^6*3^1*5^9
9470	375156250	80	2^1*5^7*7^4
9471	375584400	405	2^4*3^2*5^2*17^2*19^2
9472	375750375	216	3^1*5^3*7^2*11^2*13^2
9473	376073334	216	2^1*3^3*7^2*13^2*29^2
9474	376320000	390	2^12*3^1*5^4*7^2
9475	376358400	540	2^9*3^5*5^2*11^2
9476	376367048	28	2^3*19^6
9477	376476800	168	2^7*5^2*7^6
9478	376515216	375	2^4*3^4*7^4*11^2
9479	376627690	60	2^1*5^1*17^2*19^4
9480	376915968	324	2^11*3^2*11^2*13^2
9481	377403840	504	2^6*3^3*5^1*11^2*19^2
9482	377487360	144	2^23*3^2*5^1
9483	377665200	540	2^4*3^3*5^2*11^2*17^2
9484	377719225	45	5^2*13^4*23^2
9485	377785350	120	2^1*3^3*5^2*23^4
9486	377913600	297	2^8*3^10*5^2
9487	378071064	200	2^3*3^9*7^4
9488	378125000	108	2^3*5^8*11^2
9489	378224704	189	2^6*11^2*13^2*17^2
9490	378345032	60	2^3*13^2*23^4
9491	378452184	120	2^3*3^1*11^2*19^4
9492	378473472	264	2^10*3^7*13^2
9493	378535936	63	2^20*19^2
9494	378963360	324	2^5*3^8*5^1*19^2
9495	379225800	324	2^3*3^8*5^2*17^2
9496	379456000	360	2^9*5^3*7^2*11^2
9497	379501250	90	2^1*5^4*19^2*29^2
9498	379509361	45	7^2*11^4*23^2
9499	379687500	162	2^2*3^5*5^8
9500	379782144	297	2^10*3^2*7^2*29^2
9501	379787616	324	2^5*3^5*13^2*17^2
9502	380016036	105	2^2*3^6*19^4
9503	380250000	315	2^4*3^2*5^6*13^2
9504	380548872	180	2^3*3^2*11^4*19^2
9505	380633088	126	2^20*3^1*11^2
9506	380812410	180	2^1*3^2*5^1*11^4*17^2
9507	380880000	360	2^7*3^2*5^4*23^2
9508	381024000	648	2^8*3^5*5^3*7^2
9509	381038700	270	2^2*3^1*5^2*7^4*23^2
9510	381100832	162	2^5*7^2*17^2*29^2
9511	381106323	60	3^3*13^2*17^4
9512	381182760	280	2^3*3^4*5^1*7^6
9513	381306250	108	2^1*5^5*13^2*19^2
9514	381603750	180	2^1*3^1*5^4*11^2*29^2
9515	381931740	120	2^2*3^3*5^1*29^4
9516	382082400	648	2^5*3^3*5^2*7^2*19^2
9517	382121388	216	2^2*3^7*11^2*19^2
9518	382202500	135	2^2*5^4*17^2*23^2
9519	382205952	140	2^19*3^6
9520	382241601	63	3^2*7^6*19^2
9521	382386015	144	3^7*5^1*11^2*17^2
9522	382648448	216	2^7*7^2*13^2*19^2
9523	382657176	112	2^3*3^3*11^6
9524	382913440	324	2^5*5^1*7^2*13^2*17^2
9525	383143740	180	2^2*3^1*5^1*7^2*19^4
9526	383180625	105	3^6*5^4*29^2
9527	383409075	162	3^1*5^2*7^2*17^2*19^2
9528	383533056	225	2^14*3^4*17^2
9529	383700402	78	2^1*3^12*19^2
9530	383748300	324	2^2*3^3*5^2*13^2*29^2
9531	384000000	196	2^13*3^1*5^6
9532	384054000	360	2^4*3^1*5^3*11^2*23^2
9533	384160000	225	2^8*5^4*7^4
9534	384199200	810	2^5*3^4*5^2*7^2*11^2
9535	384238404	135	2^2*3^8*11^4
9536	384316816	75	2^4*13^4*29^2
9537	384359283	84	3^3*7^6*11^2
9538	384384096	216	2^5*3^3*23^2*29^2
9539	384768384	432	2^7*3^1*7^2*11^2*13^2
9540	384864768	150	2^9*3^2*17^4
9541	385533225	243	3^2*5^2*7^2*11^2*17^2
9542	385573500	240	2^2*3^3*5^3*13^4
9543	385641000	336	2^3*3^6*5^3*23^2
9544	385718763	54	3^1*17^2*23^2*29^2
9545	385786800	450	2^4*3^9*5^2*7^2
9546	385826166	84	2^1*3^13*11^2
9547	386201104	35	2^4*17^6
9548	386334375	108	3^1*5^5*7^2*29^2
9549	386358336	441	2^6*3^6*7^2*13^2
9550	386712225	135	3^4*5^2*19^2*23^2
9551	387254450	90	2^1*5^2*11^4*23^2
9552	387285132	162	2^2*3^1*13^2*19^2*23^2
9553	387400860	360	2^2*3^3*5^1*7^2*11^4
9554	387420489	19	3^18
9555	387532800	324	2^11*3^2*5^2*29^2
9556	387553335	108	3^1*5^1*13^2*17^2*23^2
9557	387694272	210	2^6*3^1*7^4*29^2
9558	387699858	270	2^1*3^4*7^2*13^2*17^2
9559	388171875	126	3^1*5^6*7^2*13^2
9560	388562944	153	2^16*7^2*11^2
9561	388815000	360	2^3*3^1*5^4*7^2*23^2
9562	388854675	162	3^5*5^2*11^2*23^2
9563	388878400	189	2^6*5^2*17^2*29^2
9564	389001690	324	2^1*3^8*5^1*7^2*11^2
9565	389376000	432	2^11*3^2*5^3*13^2
9566	389430756	243	2^2*3^2*11^2*13^2*23^2
9567	389538240	420	2^6*3^1*5^1*7^4*13^2
9568	389880000	420	2^6*3^3*5^4*19^2
9569	390042450	270	2^1*3^2*5^2*7^4*19^2
9570	390150000	360	2^4*3^3*5^5*17^2
9571	390168576	288	2^15*3^5*7^2
9572	390457600	243	2^8*5^2*13^2*19^2
9573	390609135	84	3^13*5^1*7^2
9574	390625000	48	2^3*5^11
9575	390762240	324	2^8*3^1*5^1*11^2*29^2
9576	390971529	35	3^4*13^6
9577	391039974	144	2^1*3^7*13^2*23^2
9578	391104512	108	2^11*19^2*23^2
9579	391233750	180	2^1*3^1*5^4*17^2*19^2
9580	391375360	180	2^9*5^1*17^2*23^2
9581	391523328	396	2^10*3^3*7^2*17^2
9582	392000000	210	2^9*5^6*7^2
9583	392040000	525	2^6*3^4*5^4*11^2
9584	392203350	360	2^1*3^3*5^2*7^4*11^2
9585	392376960	336	2^7*3^6*5^1*29^2
9586	392392098	162	2^1*3^2*7^2*23^2*29^2
9587	392620800	486	2^8*3^1*5^2*11^2*13^2
9588	392784392	180	2^3*7^4*11^2*13^2
9589	392882784	180	2^5*3^1*7^2*17^4
9590	393129000	432	2^3*3^2*5^3*11^2*19^2
9591	393216000	168	2^20*3^1*5^3
9592	393271296	216	2^11*3^1*11^2*23^2
9593	393379840	160	2^15*5^1*7^4
9594	393401250	270	2^1*3^2*5^4*11^2*17^2
9595	393466896	225	2^4*3^4*19^2*29^2
9596	393660000	300	2^5*3^9*5^4
9597	393824025	135	3^8*5^2*7^4
9598	394018592	90	2^5*11^4*29^2
9599	394221025	45	5^2*11^2*19^4
9600	394243200	504	2^7*3^6*5^2*13^2
9601	394258410	324	2^1*3^2*5^1*7^2*13^2*23^2
9602	394407468	270	2^2*3^5*7^4*13^2
9603	394753500	288	2^2*3^7*5^3*19^2
9604	394827264	200	2^9*3^3*13^4
9605	394896384	231	2^10*3^6*23^2
9606	395026875	120	3^7*5^4*17^2
9607	395606400	432	2^7*3^1*5^2*7^2*29^2
9608	395612100	405	2^2*3^4*5^2*13^2*17^2
9609	395646768	270	2^4*3^5*11^2*29^2
9610	395771236	63	2^2*7^6*29^2
9611	395892640	180	2^5*5^1*11^4*13^2
9612	396093750	108	2^1*3^1*5^8*13^2
9613	396198192	150	2^4*3^1*13^4*17^2
9614	396267552	270	2^5*3^4*17^2*23^2
9615	396405075	90	3^1*5^2*11^4*19^2
9616	396436482	90	2^1*3^2*13^2*19^4
9617	396492800	162	2^17*5^2*11^2
9618	396750000	210	2^4*3^1*5^6*23^2
9619	396900000	540	2^5*3^4*5^5*7^2
9620	397065375	112	3^3*5^3*7^6
9621	397281672	132	2^3*3^10*29^2
9622	397528560	540	2^4*3^5*5^1*11^2*13^2
9623	397643481	45	3^2*17^4*23^2
9624	398002500	405	2^2*3^2*5^4*7^2*19^2
9625	398131200	306	2^16*3^5*5^2
9626	398146560	396	2^10*3^1*5^1*7^2*23^2
9627	398297088	300	2^11*3^4*7^4
9628	398601225	63	3^2*5^2*11^6
9629	398632806	216	2^1*3^3*11^2*13^2*19^2
9630	398721024	171	2^18*3^2*13^2
9631	399171240	264	2^3*3^10*5^1*13^2
9632	399513600	432	2^11*3^3*5^2*17^2
9633	399680064	315	2^6*3^2*7^4*17^2
9634	400000000	99	2^10*5^8
9635	400056250	108	2^1*5^5*11^2*23^2
9636	400105472	126	2^13*13^2*17^2
9637	400207500	540	2^2*3^3*5^4*7^2*11^2
9638	400280049	81	3^8*13^2*19^2
9639	400346112	110	2^10*3^1*19^4
9640	400400100	243	2^2*3^2*5^2*23^2*29^2
9641	400623360	324	2^8*3^1*5^1*17^2*19^2
9642	400800400	405	2^4*5^2*7^2*11^2*13^2
9643	400841298	150	2^1*3^4*11^4*13^2
9644	400900800	210	2^6*3^1*5^2*17^4
9645	401067842	50	2^1*7^4*17^4
9646	401448960	420	2^13*3^4*5^1*11^2
9647	401464448	216	2^7*7^2*11^2*23^2
9648	401664123	108	3^3*7^2*19^2*29^2
9649	401709375	108	3^5*5^5*23^2
9650	401861250	270	2^1*3^8*5^4*7^2
9651	402456600	648	2^3*3^5*5^2*7^2*13^2
9652	402497667	90	3^9*11^2*13^2
9653	402564096	297	2^10*3^2*11^2*19^2
9654	402653184	56	2^27*3^1
9655	402971040	180	2^5*3^2*5^1*23^4
9656	403052832	270	2^5*3^2*7^2*13^4
9657	403107840	260	2^12*3^9*5^1
9658	403123392	378	2^6*3^5*7^2*23^2
9659	403574535	216	3^3*5^1*7^2*13^2*19^2
9660	403680000	270	2^8*3^1*5^4*29^2
9661	403848200	180	2^3*5^2*7^4*29^2
9662	403889409	135	3^4*7^2*11^2*29^2
9663	403961888	162	2^5*11^2*17^2*19^2
9664	404090404	45	2^2*19^2*23^4
9665	404227584	240	2^9*3^7*19^2
9666	404241640	120	2^3*5^1*11^2*17^4
9667	404452321	45	7^2*13^4*17^2
9668	404523126	216	2^1*3^3*7^2*17^2*23^2
9669	404794368	220	2^10*3^3*11^4
9670	405015625	63	5^6*7^2*23^2
9671	405600000	324	2^8*3^1*5^5*13^2
9672	405631152	270	2^4*3^5*17^2*19^2
9673	405769000	240	2^3*5^3*7^4*13^2
9674	405912060	180	2^2*3^5*5^1*17^4
9675	406125000	252	2^3*3^2*5^6*19^2
9676	406199904	180	2^5*3^1*11^4*17^2
9677	406329132	90	2^2*3^1*11^2*23^4
9678	406406250	144	2^1*3^2*5^7*17^2
9679	406425600	585	2^12*3^4*5^2*7^2
9680	406467072	270	2^9*3^8*11^2
9681	406594944	224	2^7*3^3*7^6
9682	407027712	270	2^14*3^1*7^2*13^2
9683	407044000	216	2^5*5^3*11^2*29^2
9684	407393856	105	2^6*3^2*29^4
9685	407554560	540	2^9*3^2*5^1*7^2*19^2
9686	407836800	648	2^7*3^2*5^2*7^2*17^2
9687	407878416	315	2^4*3^6*11^2*17^2
9688	407936763	60	3^3*13^4*23^2
9689	408006732	126	2^2*3^1*7^6*17^2
9690	408008178	70	2^1*3^6*23^4
9691	408146688	126	2^8*3^13
9692	408375000	336	2^3*3^3*5^6*11^2
9693	408686656	105	2^6*7^2*19^4
9694	408726000	360	2^4*3^5*5^3*29^2
9695	408808418	30	2^1*17^2*29^4
9696	408980000	270	2^5*5^4*11^2*13^2
9697	409252900	135	2^2*5^2*7^2*17^4
9698	409509375	108	3^1*5^5*11^2*19^2
9699	409563864	144	2^3*3^11*17^2
9700	409600000	108	2^17*5^5
9701	409657600	243	2^8*5^2*11^2*23^2
9702	409861350	216	2^1*3^3*5^2*19^2*29^2
9703	410062500	189	2^2*3^8*5^6
9704	410468552	108	2^3*13^2*19^2*29^2
9705	410670000	450	2^4*3^5*5^4*13^2
9706	410752810	108	2^1*5^1*13^2*17^2*29^2
9707	410950848	378	2^6*3^1*7^2*11^2*19^2
9708	411041792	72	2^23*7^2
9709	411235440	540	2^4*3^1*5^1*7^2*11^2*17^2
9710	411278400	315	2^6*3^2*5^2*13^4
9711	411350400	432	2^7*3^5*5^2*23^2
9712	411449766	100	2^1*3^1*7^4*13^4
9713	411521796	225	2^2*3^4*7^4*23^2
9714	411959808	270	2^9*3^2*13^2*23^2
9715	412090000	225	2^4*5^4*7^2*29^2
9716	412132050	270	2^1*3^4*5^2*11^2*29^2
9717	412420840	120	2^3*5^1*13^4*19^2
9718	412493040	360	2^4*3^3*5^1*19^2*23^2
9719	412648992	378	2^5*3^6*7^2*19^2
9720	412706450	90	2^1*5^2*13^4*17^2
9721	412742616	216	2^3*3^1*11^2*13^2*29^2
9722	412778700	324	2^2*3^3*5^2*17^2*23^2
9723	412934760	504	2^3*3^6*5^1*7^2*17^2
9724	413227584	315	2^6*3^2*7^2*11^4
9725	413281250	54	2^1*5^8*23^2
9726	413390224	135	2^4*13^2*17^2*23^2
9727	413437500	288	2^2*3^3*5^7*7^2
9728	413638854	60	2^1*3^1*19^4*23^2
9729	413835075	90	3^9*5^2*29^2
9730	414081801	135	3^4*7^2*17^2*19^2
9731	414092250	360	2^1*3^4*5^3*11^2*13^2
9732	414448164	189	2^2*3^6*13^2*29^2
9733	414662402	90	2^1*7^2*11^4*17^2
9734	414720000	350	2^13*3^4*5^4
9735	414736000	288	2^7*5^3*7^2*23^2
9736	414892800	540	2^8*3^3*5^2*7^4
9737	414935136	432	2^5*3^7*7^2*11^2
9738	415065672	108	2^3*3^2*7^8
9739	415334400	288	2^15*3^1*5^2*13^2
9740	415507456	165	2^10*7^4*13^2
9741	415803375	120	3^9*5^3*13^2
9742	415881228	90	2^2*3^1*7^2*29^4
9743	415930482	162	2^1*3^2*11^2*19^2*23^2
9744	416022528	114	2^18*3^1*23^2
9745	416160000	405	2^8*3^2*5^4*17^2
9746	416333400	360	2^3*3^1*5^2*7^4*17^2
9747	416375883	162	3^5*7^2*11^2*17^2
9748	416649744	195	2^4*3^12*7^2
9749	416813056	117	2^12*11^2*29^2
9750	417027200	120	2^7*5^2*19^4
9751	417316000	216	2^5*5^3*17^2*19^2
9752	417605000	100	2^3*5^4*17^4
9753	417649203	72	3^7*19^2*23^2
9754	417859260	324	2^2*3^1*5^1*7^2*13^2*29^2
9755	418161601	25	11^4*13^4
9756	418176000	528	2^10*3^3*5^3*11^2
9757	418234806	120	2^1*3^3*11^4*23^2
9758	418350240	540	2^5*3^2*5^1*7^4*11^2
9759	418535424	216	2^11*3^5*29^2
9760	419225625	225	3^4*5^4*7^2*13^2
9761	419337600	432	2^7*3^1*5^2*11^2*19^2
9762	419430400	75	2^24*5^2
9763	419512324	135	2^2*7^4*11^2*19^2
9764	419761500	120	2^2*3^1*5^3*23^4
9765	419846700	270	2^2*3^1*5^2*7^2*13^4
9766	419904000	360	2^9*3^8*5^3
9767	419920200	540	2^3*3^4*5^2*7^2*23^2
9768	419963049	81	3^8*11^2*23^2
9769	419988672	252	2^6*3^3*17^2*29^2
9770	420078960	400	2^4*3^7*5^1*7^4
9771	420500000	126	2^5*5^6*29^2
9772	420542304	324	2^5*3^1*7^2*13^2*23^2
9773	421070400	441	2^6*3^6*5^2*19^2
9774	421245846	180	2^1*3^5*7^4*19^2
9775	421446966	60	2^1*3^1*17^4*29^2
9776	421660800	360	2^7*3^2*5^2*11^4
9777	421694208	324	2^8*3^3*13^2*19^2
9778	421836492	150	2^2*3^1*7^4*11^4
9779	421980160	216	2^11*5^1*7^2*29^2
9780	421986240	504	2^6*3^3*5^1*13^2*17^2
9781	422240040	200	2^3*3^4*5^1*19^4
9782	422500000	144	2^5*5^7*13^2
9783	422532450	270	2^1*3^4*5^2*17^2*19^2
9784	423046875	54	3^1*5^8*19^2
9785	423124900	135	2^2*5^2*11^4*17^2
9786	423158424	216	2^3*3^1*13^2*17^2*19^2
9787	423360000	600	2^9*3^3*5^4*7^2
9788	423403200	504	2^6*3^7*5^2*11^2
9789	423412929	21	3^2*19^6
9790	423419535	216	3^3*5^1*7^2*11^2*23^2
9791	423536400	315	2^4*3^2*5^2*7^6
9792	423579618	210	2^1*3^6*7^4*11^2
9793	423987200	324	2^11*5^2*7^2*13^2
9794	424030464	405	2^8*3^4*11^2*13^2
9795	424368600	120	2^3*3^1*5^2*29^4
9796	424536000	504	2^6*3^1*5^3*7^2*19^2
9797	424689664	135	2^14*7^2*23^2
9798	424712890	84	2^1*5^1*7^6*19^2
9799	424830000	450	2^4*3^1*5^4*7^2*17^2
9800	424873350	324	2^1*3^5*5^2*11^2*17^2
9801	425152800	234	2^5*3^12*5^2
9802	425174640	140	2^4*3^1*5^1*11^6
9803	425329947	60	3^11*7^4
9804	425390625	81	3^2*5^8*11^2
9805	425502792	324	2^3*3^2*11^2*13^2*17^2
9806	425638161	45	3^2*13^2*23^4
9807	425756250	180	2^1*3^4*5^5*29^2
9808	425758707	60	3^3*11^2*19^4
9809	425782656	240	2^7*3^9*13^2
9810	425852928	162	2^17*3^2*19^2
9811	426147840	288	2^15*3^2*5^1*17^2
9812	426629025	99	3^10*5^2*17^2
9813	426931560	280	2^3*3^6*5^1*11^4
9814	427093440	252	2^6*3^1*5^1*23^2*29^2
9815	427254912	360	2^7*3^4*7^2*29^2
9816	427261068	216	2^2*3^7*13^2*17^2
9817	427331584	117	2^12*17^2*19^2
9818	427781250	210	2^1*3^4*5^6*13^2
9819	428073800	324	2^3*5^2*7^2*11^2*19^2
9820	428117481	75	3^4*11^4*19^2
9821	428212224	216	2^17*3^3*11^2
9822	428370250	216	2^1*5^3*7^2*11^2*17^2
9823	428415000	200	2^3*3^1*5^4*13^4
9824	428490000	375	2^4*3^4*5^4*23^2
9825	428695740	216	2^2*3^11*5^1*11^2
9826	428717762	18	2^1*11^8
9827	428738436	243	2^2*3^2*7^2*17^2*29^2
9828	429124800	378	2^6*3^1*5^2*13^2*23^2
9829	429287040	720	2^7*3^4*5^1*7^2*13^2
9830	429303602	90	2^1*7^4*13^2*23^2
9831	429680250	216	2^1*3^2*5^3*19^2*23^2
9832	429699072	234	2^12*3^1*11^2*17^2
9833	429835776	100	2^9*3^1*23^4
9834	429842700	486	2^2*3^5*5^2*7^2*19^2
9835	429940225	81	5^2*11^2*13^2*29^2
9836	429981696	153	2^16*3^8
9837	430140375	216	3^5*5^3*7^2*17^2
9838	430445400	360	2^3*3^1*5^2*7^2*11^4
9839	430467210	68	2^1*3^16*5^1
9840	430479504	405	2^4*3^2*7^2*13^2*19^2
9841	430489323	42	3^5*11^6
9842	430652552	108	2^3*11^2*23^2*29^2
9843	431474688	252	2^11*3^6*17^2
9844	432000000	308	2^10*3^3*5^6
9845	432180000	450	2^5*3^2*5^4*7^4
9846	432224100	567	2^2*3^6*5^2*7^2*11^2
9847	432356418	90	2^1*3^2*13^4*29^2
9848	432360075	54	3^1*5^2*7^8
9849	432432108	162	2^2*3^5*23^2*29^2
9850	432640000	195	2^12*5^4*13^2
9851	432700840	216	2^3*5^1*11^2*13^2*23^2
9852	432864432	540	2^4*3^3*7^2*11^2*13^2
9853	432972864	175	2^6*3^4*17^4
9854	433356800	144	2^15*5^2*23^2
9855	433500000	252	2^5*3^1*5^6*17^2
9856	433520640	408	2^16*3^3*5^1*7^2
9857	433680625	75	5^4*7^4*17^2
9858	434010150	216	2^1*3^11*5^2*7^2
9859	434412810	84	2^1*3^2*5^1*13^6
9860	434476242	42	2^1*3^2*17^6
9861	434488860	324	2^2*3^5*5^1*13^2*23^2
9862	434653128	324	2^3*3^8*7^2*13^2
9863	434724864	252	2^13*3^1*7^2*19^2
9864	435600000	432	2^7*3^2*5^5*11^2
9865	435781500	360	2^2*3^1*5^3*7^4*11^2
9866	435974400	405	2^8*3^4*5^2*29^2
9867	436156056	240	2^3*3^3*7^4*29^2
9868	436620288	198	2^10*3^1*13^2*29^2
9869	436810000	225	2^4*5^4*11^2*19^2
9870	437133312	378	2^13*3^2*7^2*11^2
9871	437185440	324	2^5*3^2*5^1*19^2*29^2
9872	437400000	336	2^6*3^7*5^5
9873	437416875	180	3^3*5^4*7^2*23^2
9874	437488200	324	2^3*3^2*5^2*17^2*29^2
9875	437582250	280	2^1*3^6*5^3*7^4
9876	438064900	243	2^2*5^2*7^2*13^2*23^2
9877	438399844	45	2^2*19^4*29^2
9878	438615000	360	2^3*3^5*5^4*19^2
9879	438651136	243	2^8*7^2*11^2*17^2
9880	438696960	220	2^10*3^1*5^1*13^4
9881	438773760	360	2^11*3^4*5^1*23^2
9882	438790688	90	2^5*7^2*23^4
9883	438939648	312	2^12*3^7*7^2
9884	439230000	250	2^4*3^1*5^4*11^4
9885	439264800	486	2^5*3^2*5^2*13^2*19^2
9886	439447827	90	3^1*7^4*13^2*19^2
9887	439569000	432	2^3*3^2*5^3*13^2*17^2
9888	439833375	80	3^3*5^3*19^4
9889	439992576	243	2^8*3^2*19^2*23^2
9890	440463744	432	2^7*3^5*7^2*17^2
9891	440790025	81	5^2*13^2*17^2*19^2
9892	440828652	162	2^2*3^1*11^2*19^2*29^2
9893	440926208	60	2^19*29^2
9894	441000000	441	2^6*3^2*5^6*7^2
9895	441045000	420	2^3*3^6*5^4*11^2
9896	441133935	108	3^1*5^1*11^2*17^2*29^2
9897	441183750	140	2^1*3^1*5^4*7^6
9898	441520328	108	2^3*17^2*19^2*23^2
9899	441698400	648	2^5*3^3*5^2*11^2*13^2
9900	441826090	60	2^1*5^1*17^4*23^2
9901	441882441	135	3^2*7^4*11^2*13^2
9902	441993132	180	2^2*3^3*7^2*17^4
9903	442050625	25	5^4*29^4
9904	442225000	216	2^3*5^5*7^2*19^2
9905	442352768	120	2^7*11^2*13^4
9906	442430208	324	2^8*3^3*11^2*23^2
9907	442531250	126	2^1*5^6*7^2*17^2
9908	442650258	126	2^1*3^6*19^2*29^2
9909	442867500	180	2^2*3^11*5^4
9910	442890250	56	2^1*5^3*11^6
9911	442925340	324	2^2*3^1*5^1*11^2*13^2*19^2
9912	443023360	120	2^19*5^1*13^2
9913	443232075	162	3^1*5^2*11^2*13^2*17^2
9914	443270916	135	2^2*3^2*11^4*29^2
9915	443523600	405	2^4*3^8*5^2*13^2
9916	443596800	270	2^14*3^1*5^2*19^2
9917	443781632	150	2^9*7^4*19^2
9918	443904000	312	2^12*3^1*5^3*17^2
9919	443966424	216	2^3*3^1*11^2*17^2*23^2
9920	444088960	240	2^7*5^1*7^4*17^2
9921	444107667	14	3^1*23^6
9922	444180672	210	2^6*3^5*13^4
9923	444258432	216	2^7*3^8*23^2
9924	444720375	120	3^5*5^3*11^4
9925	444755610	252	2^1*3^6*5^1*13^2*19^2
9926	444889000	144	2^3*5^3*23^2*29^2
9927	445057200	540	2^4*3^3*5^2*7^2*29^2
9928	445102614	144	2^1*3^7*11^2*29^2
9929	445716544	189	2^6*7^2*13^2*29^2
9930	445722966	120	2^1*3^3*13^4*17^2
9931	445800996	189	2^2*3^6*17^2*23^2
9932	446054400	405	2^14*3^2*5^2*11^2
9933	446240256	300	2^9*3^1*7^4*11^2
9934	446265625	35	5^6*13^4
9935	446343750	168	2^1*3^3*5^6*23^2
9936	446941881	39	3^12*29^2
9937	447005000	180	2^3*5^4*13^2*23^2
9938	447174000	720	2^4*3^3*5^3*7^2*13^2
9939	447293440	216	2^11*5^1*11^2*19^2
9940	447603200	270	2^9*5^2*11^2*17^2
9941	447745600	105	2^6*5^2*23^4
9942	447897600	336	2^13*3^7*5^2
9943	448084224	315	2^8*3^6*7^4
9944	448380625	75	5^4*7^2*11^4
9945	448416150	324	2^1*3^1*5^2*7^2*13^2*19^2
9946	448561152	240	2^15*3^4*13^2
9947	448766010	324	2^1*3^2*5^1*7^2*11^2*29^2
9948	449141760	396	2^10*3^5*5^1*19^2
9949	449159088	270	2^4*3^1*7^2*19^2*23^2
9950	449452800	486	2^8*3^5*5^2*17^2
9951	449470140	324	2^2*3^1*5^1*7^2*17^2*23^2
9952	449640072	300	2^3*3^4*7^4*17^2
9953	450000000	216	2^7*3^2*5^8
9954	450118656	297	2^10*3^2*13^2*17^2
9955	450187500	210	2^2*3^1*5^6*7^4
9956	450389376	160	2^7*3^3*19^4
9957	450620415	144	3^7*5^1*7^2*29^2
9958	450900450	486	2^1*3^2*5^2*7^2*11^2*13^2
9959	451013400	240	2^3*3^3*5^2*17^4
9960	451117446	108	2^1*3^1*13^2*23^2*29^2
9961	451562500	81	2^2*5^8*17^2
9962	451584000	504	2^13*3^2*5^3*7^2
9963	451647504	405	2^4*3^2*7^2*11^2*23^2
9964	451681568	90	2^5*13^2*17^4
9965	451772160	252	2^8*3^1*5^1*7^6
9966	451953228	90	2^2*3^1*17^2*19^4
9967	452266215	60	3^1*5^1*17^4*19^2
9968	452659840	80	2^7*5^1*29^4
9969	452763675	216	3^7*5^2*7^2*13^2
9970	452838400	297	2^10*5^2*7^2*19^2
