id	n	tau	factorization
9971	452884608	360	2^7*3^4*11^2*19^2
9972	452984832	100	2^24*3^3
9973	453198240	540	2^5*3^4*5^1*11^2*17^2
9974	453434436	225	2^2*3^4*7^2*13^4
9975	453513816	288	2^3*3^7*7^2*23^2
9976	453519616	63	2^8*11^6
9977	453750000	240	2^4*3^1*5^7*11^2
9978	454140000	360	2^5*3^3*5^4*29^2
9979	454329225	135	3^2*5^2*7^4*29^2
9980	454457124	243	2^2*3^2*11^2*17^2*19^2
9981	454557696	120	2^19*3^1*17^2
9982	454756032	210	2^6*3^9*19^2
9983	454812800	216	2^7*5^2*13^2*29^2
9984	455070960	300	2^4*3^9*5^1*17^2
9985	455347200	594	2^10*3^1*5^2*7^2*11^2
9986	455393664	240	2^7*3^5*11^4
9987	455401500	216	2^2*3^1*5^3*19^2*29^2
9988	455536928	126	2^5*7^6*11^2
9989	455566336	99	2^10*23^2*29^2
9990	455625000	224	2^3*3^6*5^7
9991	455716875	90	3^1*5^4*17^2*29^2
9992	456335046	144	2^1*3^7*17^2*19^2
9993	456890625	105	3^4*5^6*19^2
9994	456974892	180	2^2*3^3*11^4*17^2
9995	456976000	160	2^7*5^3*13^4
9996	457056000	432	2^8*3^3*5^3*23^2
9997	457228800	630	2^9*3^6*5^2*7^2
9998	457246440	360	2^3*3^2*5^1*7^4*23^2
9999	457275456	231	2^6*3^10*11^2
10000	457419312	210	2^4*3^5*7^6
10001	457531250	70	2^1*5^6*11^4
10002	457567500	270	2^2*3^1*5^4*13^2*19^2
10003	457884375	108	3^1*5^5*13^2*17^2
10004	457906176	432	2^11*3^3*7^2*13^2
10005	458318088	100	2^3*3^4*29^4
10006	458325600	324	2^5*3^1*5^2*19^2*23^2
10007	458516569	45	7^4*19^2*23^2
10008	458816400	675	2^4*3^4*5^2*7^2*17^2
10009	458863218	162	2^1*3^8*11^2*17^2
10010	459141760	240	2^7*5^1*7^2*11^4
10011	459165024	96	2^5*3^15
10012	459375000	216	2^3*3^1*5^8*7^2
10013	459421875	126	3^5*5^6*11^2
10014	459496128	378	2^6*3^1*7^2*13^2*17^2
10015	459772488	180	2^3*3^2*7^2*19^4
10016	460090890	324	2^1*3^2*5^1*7^2*17^2*19^2
10017	460102500	405	2^2*3^2*5^4*11^2*13^2
10018	460497960	360	2^3*3^4*5^1*13^2*29^2
10019	460759347	42	3^13*17^2
10020	460864800	486	2^5*3^2*5^2*11^2*23^2
10021	461039040	756	2^6*3^5*5^1*7^2*11^2
10022	461056827	90	3^1*7^4*11^2*23^2
10023	461777121	81	3^2*13^2*19^2*29^2
10024	462003750	240	2^1*3^7*5^4*13^2
10025	462080000	180	2^11*5^4*19^2
10026	462319704	432	2^3*3^3*7^2*11^2*19^2
10027	462400000	180	2^9*5^5*17^2
10028	462422016	189	2^20*3^2*7^2
10029	462465025	81	5^2*11^2*17^2*23^2
10030	462688200	300	2^3*3^4*5^2*13^4
10031	462769200	360	2^4*3^7*5^2*23^2
10032	462944160	396	2^5*3^10*5^1*7^2
10033	463373664	84	2^5*3^1*13^6
10034	463454784	315	2^6*3^4*13^2*23^2
10035	463601250	270	2^1*3^2*5^4*7^2*29^2
10036	464027648	144	2^15*7^2*17^2
10037	464230116	243	2^2*3^8*7^2*19^2
10038	464335443	108	3^3*11^2*13^2*29^2
10039	464640000	360	2^11*3^1*5^4*11^2
10040	464705340	180	2^2*3^1*5^1*11^4*23^2
10041	464833600	315	2^6*5^2*7^4*11^2
10042	464881032	300	2^3*3^4*7^2*11^4
10043	465039360	312	2^12*3^3*5^1*29^2
10044	465064002	162	2^1*3^2*13^2*17^2*23^2
10045	465806250	324	2^1*3^2*5^5*7^2*13^2
10046	466331136	180	2^9*3^1*19^2*29^2
10047	466543935	120	3^3*5^1*11^2*13^4
10048	466560000	385	2^10*3^6*5^4
10049	466625610	252	2^1*3^6*5^1*11^2*23^2
10050	466754400	540	2^5*3^5*5^2*7^4
10051	466802028	270	2^2*3^9*7^2*11^2
10052	466948881	45	3^4*7^8
10053	467251200	468	2^12*3^3*5^2*13^2
10054	467445888	360	2^7*3^2*7^4*13^2
10055	467856000	480	2^7*3^4*5^3*19^2
10056	467874050	162	2^1*5^2*7^2*19^2*23^2
10057	467943424	75	2^14*13^4
10058	468025344	192	2^15*3^3*23^2
10059	468050940	360	2^2*3^3*5^1*7^4*19^2
10060	468180000	450	2^5*3^4*5^4*17^2
10061	468375075	180	3^3*5^2*7^4*17^2
10062	468553815	72	3^11*5^1*23^2
10063	468730962	90	2^1*3^14*7^2
10064	468750000	110	2^4*3^1*5^10
10065	468873600	432	2^7*3^1*5^2*13^2*17^2
10066	468914688	270	2^9*3^2*11^2*29^2
10067	469068964	135	2^2*7^4*13^2*17^2
10068	469155600	225	2^4*3^2*5^2*19^4
10069	469650432	198	2^10*3^1*17^2*23^2
10070	469805625	75	3^2*5^4*17^4
10071	470400000	396	2^10*3^1*5^5*7^2
10072	470458810	28	2^1*5^1*19^6
10073	470466150	324	2^1*3^1*5^2*7^2*11^2*23^2
10074	470542864	135	2^4*11^2*17^2*29^2
10075	470596000	168	2^5*5^3*7^6
10076	470692562	30	2^1*23^4*29^2
10077	470852352	216	2^8*3^7*29^2
10078	471144960	540	2^9*3^2*5^1*11^2*13^2
10079	471754800	540	2^4*3^3*5^2*11^2*19^2
10080	471859200	198	2^21*3^2*5^2
10081	472055808	170	2^16*3^1*7^4
10082	472081500	432	2^2*3^3*5^3*11^2*17^2
10083	472410225	189	3^6*5^2*7^2*23^2
10084	472453696	189	2^6*11^2*13^2*19^2
10085	472487256	216	2^3*3^5*17^2*29^2
10086	472656250	60	2^1*5^9*11^2
10087	472931290	60	2^1*5^1*13^2*23^4
10088	473027282	42	2^1*7^2*13^6
10089	473062500	189	2^2*3^2*5^6*29^2
10090	473091840	432	2^8*3^7*5^1*13^2
10091	473110092	324	2^2*3^3*7^2*13^2*23^2
10092	473497600	153	2^16*5^2*17^2
10093	473704200	324	2^3*3^8*5^2*19^2
10094	474032250	216	2^1*3^8*5^3*17^2
10095	474320000	360	2^7*5^4*7^2*11^2
10096	474368400	375	2^4*3^4*5^2*11^4
10097	474405984	324	2^5*3^5*13^2*19^2
10098	474609375	60	3^5*5^9
10099	475071168	210	2^6*3^1*11^4*13^2
10100	475686090	180	2^1*3^2*5^1*11^4*19^2
10101	475791360	228	2^18*3^1*5^1*11^2
10102	476046368	162	2^5*7^2*19^2*29^2
10103	476053227	108	3^3*13^2*17^2*19^2
10104	476100000	324	2^5*3^2*5^5*23^2
10105	476280000	630	2^6*3^5*5^4*7^2
10106	476298375	120	3^1*5^3*7^4*23^2
10107	476328600	360	2^3*3^9*5^2*11^2
10108	476376040	216	2^3*5^1*7^2*17^2*29^2
10109	476478450	210	2^1*3^4*5^2*7^6
10110	476985600	729	2^8*3^2*5^2*7^2*13^2
10111	477034272	378	2^5*3^6*11^2*13^2
10112	477184344	168	2^3*3^1*7^6*13^2
10113	477414675	60	3^3*5^2*29^4
10114	477422500	135	2^2*5^4*19^2*23^2
10115	477651735	144	3^7*5^1*11^2*19^2
10116	477757440	252	2^17*3^6*5^1
10117	477775872	324	2^11*3^2*7^2*23^2
10118	477933750	360	2^1*3^3*5^4*7^2*17^2
10119	478121956	45	2^2*13^2*29^4
10120	478296900	135	2^2*3^14*5^2
10121	478310560	324	2^5*5^1*7^2*13^2*19^2
10122	478515625	33	5^10*7^2
10123	478641800	324	2^3*5^2*7^2*13^2*17^2
10124	478683744	324	2^5*3^1*7^2*11^2*29^2
10125	478690641	135	3^4*11^2*13^2*17^2
10126	478929675	90	3^1*5^2*7^2*19^4
10127	479005488	180	2^4*3^11*13^2
10128	479084544	225	2^14*3^4*19^2
10129	479434816	189	2^6*7^2*17^2*23^2
10130	479685375	144	3^3*5^3*13^2*29^2
10131	479756288	80	2^15*11^4
10132	480067500	270	2^2*3^1*5^4*11^2*23^2
10133	480249000	720	2^3*3^4*5^3*7^2*11^2
10134	480661776	315	2^4*3^6*7^2*29^2
10135	480748032	270	2^9*3^2*17^2*19^2
10136	481080960	240	2^7*3^2*5^1*17^4
10137	481583025	243	3^2*5^2*7^2*11^2*19^2
10138	481689600	324	2^17*3^1*5^2*7^2
10139	481738752	270	2^14*3^5*11^2
10140	481814787	54	3^1*19^2*23^2*29^2
10141	481890304	91	2^12*7^6
10142	481966875	100	3^3*5^4*13^4
10143	482051250	210	2^1*3^6*5^4*23^2
10144	482233500	360	2^2*3^9*5^3*7^2
10145	482417296	75	2^4*17^4*19^2
10146	482680900	63	2^2*5^2*13^6
10147	482765400	432	2^3*3^3*5^2*13^2*23^2
10148	483411456	360	2^9*3^3*11^2*17^2
10149	483480608	90	2^5*13^4*23^2
10150	483565248	140	2^6*3^3*23^4
10151	483729408	154	2^13*3^10
10152	484000000	189	2^8*5^6*11^2
10153	484106415	108	3^1*5^1*13^2*19^2*23^2
10154	484251075	180	3^3*5^2*7^2*11^4
10155	484289442	270	2^1*3^4*7^2*13^2*19^2
10156	484416000	360	2^9*3^2*5^3*29^2
10157	484484121	81	3^2*11^2*23^2*29^2
10158	484617840	300	2^4*3^1*5^1*7^4*29^2
10159	484968484	135	2^2*7^2*11^4*13^2
10160	485089968	150	2^4*3^1*11^2*17^4
10161	485244294	60	2^1*3^1*17^2*23^4
10162	485409024	243	2^8*3^8*17^2
10163	485761600	189	2^6*5^2*19^2*29^2
10164	486000000	336	2^7*3^5*5^6
10165	486202500	375	2^2*3^4*5^4*7^4
10166	486720000	450	2^9*3^2*5^4*13^2
10167	486922800	450	2^4*3^1*5^2*7^4*13^2
10168	486972486	324	2^1*3^5*7^2*11^2*13^2
10169	487094472	140	2^3*3^6*17^4
10170	487350000	360	2^4*3^3*5^5*19^2
10171	487526400	351	2^12*3^2*5^2*23^2
10172	487687500	252	2^2*3^3*5^6*17^2
10173	487729536	240	2^7*3^1*7^4*23^2
10174	488281250	26	2^1*5^12
10175	488410000	225	2^4*5^4*13^2*17^2
10176	488452800	378	2^6*3^1*5^2*11^2*29^2
10177	488656322	90	2^1*7^4*11^2*29^2
10178	488703750	100	2^1*3^1*5^4*19^4
10179	488880640	180	2^9*5^1*19^2*23^2
10180	488984769	99	3^10*7^2*13^2
10181	489065472	396	2^10*3^3*7^2*19^2
10182	489219200	216	2^7*5^2*17^2*23^2
10183	489404160	648	2^8*3^3*5^1*7^2*17^2
10184	490000000	192	2^7*5^7*7^2
10185	490471200	378	2^5*3^6*5^2*29^2
10186	490675563	90	3^5*7^4*29^2
10187	490763616	324	2^5*3^1*7^2*17^2*19^2
10188	490776000	504	2^6*3^1*5^3*11^2*13^2
10189	490980490	180	2^1*5^1*7^4*11^2*13^2
10190	491197824	288	2^7*3^3*13^2*29^2
10191	491411250	270	2^1*3^2*5^4*11^2*19^2
10192	491520000	190	2^18*3^1*5^4
10193	491724800	210	2^13*5^2*7^4
10194	491774976	495	2^10*3^4*7^2*11^2
10195	492174225	135	3^4*5^2*17^2*29^2
10196	492523240	120	2^3*5^1*11^4*29^2
10197	492804000	504	2^5*3^6*5^3*13^2
10198	492903372	162	2^2*3^1*13^2*17^2*29^2
10199	493009335	180	3^5*5^1*7^4*13^2
10200	493441875	120	3^7*5^4*19^2
10201	493482528	486	2^5*3^2*7^2*11^2*17^2
10202	493639524	135	2^2*3^2*7^2*23^4
10203	493807104	300	2^9*3^9*7^2
10204	494133750	200	2^1*3^3*5^4*11^4
10205	494172900	405	2^2*3^4*5^2*13^2*19^2
10206	494558460	324	2^2*3^5*5^1*11^2*29^2
10207	494865800	180	2^3*5^2*11^4*13^2
10208	494905008	150	2^4*3^1*13^4*19^2
10209	494991648	270	2^5*3^4*19^2*23^2
10210	495196009	45	7^2*11^2*17^4
10211	495247740	180	2^2*3^1*5^1*13^4*17^2
10212	495334440	360	2^3*3^4*5^1*17^2*23^2
10213	495521712	360	2^4*3^7*7^2*17^2
10214	495616000	192	2^15*5^3*11^2
10215	495685696	105	2^6*11^4*23^2
10216	495937500	144	2^2*3^1*5^7*23^2
10217	496041984	153	2^16*3^2*29^2
10218	496125000	420	2^3*3^4*5^6*7^2
10219	496175625	135	3^8*5^4*11^2
10220	496602090	132	2^1*3^10*5^1*29^2
10221	496710369	81	3^2*17^2*19^2*23^2
10222	496860000	540	2^5*3^1*5^4*7^2*13^2
10223	496910700	486	2^2*3^5*5^2*11^2*13^2
10224	497067025	63	5^2*7^6*13^2
10225	497646864	225	2^4*3^2*11^2*13^4
10226	497664000	360	2^14*3^5*5^3
10227	497683200	486	2^8*3^1*5^2*7^2*23^2
10228	497733984	324	2^5*3^5*11^2*23^2
10229	497764352	108	2^11*17^2*29^2
10230	497871360	500	2^9*3^4*5^1*7^4
10231	497890568	84	2^3*7^6*23^2
10232	498628900	243	2^2*5^2*7^2*11^2*29^2
10233	498964050	198	2^1*3^10*5^2*13^2
10234	499046400	432	2^11*3^3*5^2*19^2
10235	499254336	315	2^6*3^2*7^4*19^2
10236	499462227	108	3^3*11^2*17^2*23^2
10237	499703256	160	2^3*3^7*13^4
10238	499785728	126	2^13*13^2*19^2
10239	499790736	165	2^4*3^10*23^2
10240	500131840	216	2^11*5^1*13^2*17^2
10241	500259375	216	3^3*5^5*7^2*11^2
10242	500432640	180	2^8*3^1*5^1*19^4
10243	500689350	324	2^1*3^5*5^2*7^2*29^2
10244	500779200	378	2^6*3^1*5^2*17^2*19^2
10245	500987858	90	2^1*7^4*17^2*19^2
10246	501126000	200	2^4*3^1*5^3*17^4
10247	501431112	324	2^3*3^2*7^2*13^2*29^2
10248	501760000	225	2^14*5^4*7^2
10249	501811200	540	2^11*3^4*5^2*11^2
10250	501830560	324	2^5*5^1*7^2*11^2*23^2
10251	502020288	420	2^6*3^3*7^4*11^2
10252	502554624	252	2^13*3^1*11^2*13^2
10253	502880625	135	3^2*5^4*13^2*23^2
10254	503553600	567	2^6*3^2*5^2*11^2*17^2
10255	503713800	180	2^3*3^2*5^2*23^4
10256	503763414	180	2^1*3^1*7^4*11^2*17^2
10257	503816040	360	2^3*3^2*5^1*7^2*13^4
10258	503884800	330	2^10*3^9*5^2
10259	503904240	540	2^4*3^5*5^1*7^2*23^2
10260	504094752	270	2^5*3^8*7^4
10261	504600000	252	2^6*3^1*5^5*29^2
10262	504602912	90	2^5*11^2*19^4
10263	504631296	273	2^12*3^6*13^2
10264	504810250	120	2^1*5^3*7^4*29^2
10265	504952360	216	2^3*5^1*11^2*17^2*19^2
10266	505215529	45	7^2*13^4*19^2
10267	505302050	90	2^1*5^2*11^2*17^4
10268	505303974	216	2^1*3^3*7^2*19^2*23^2
10269	505634400	432	2^5*3^7*5^2*17^2
10270	505845081	105	3^6*7^4*17^2
10271	505992960	360	2^8*3^3*5^1*11^4
10272	506250000	225	2^4*3^4*5^8
10273	506376192	234	2^12*3^1*7^2*29^2
10274	506383488	360	2^7*3^4*13^2*17^2
10275	506688048	150	2^4*3^5*19^4
10276	507000000	294	2^6*3^1*5^6*13^2
10277	507038940	324	2^2*3^5*5^1*17^2*19^2
10278	507211250	150	2^1*5^4*7^4*13^2
10279	507390075	90	3^5*5^2*17^4
10280	507398496	180	2^5*3^1*11^4*19^2
10281	507510784	69	2^22*11^2
10282	507656250	144	2^1*3^2*5^7*19^2
10283	507840000	300	2^9*3^1*5^4*23^2
10284	507911415	60	3^1*5^1*11^2*23^4
10285	508014507	90	3^1*7^2*11^2*13^4
10286	508051600	225	2^4*5^2*7^4*23^2
10287	508083840	432	2^7*3^8*5^1*11^2
10288	508103442	270	2^1*3^4*7^2*11^2*23^2
10289	508141764	135	2^2*3^2*13^2*17^4
10290	508784640	468	2^12*3^1*5^1*7^2*13^2
10291	508805000	180	2^3*5^4*11^2*29^2
10292	509443200	648	2^7*3^2*5^2*7^2*19^2
10293	509495184	315	2^4*3^6*11^2*19^2
10294	509607936	132	2^21*3^5
10295	509655468	126	2^2*3^1*7^6*19^2
10296	509796000	648	2^5*3^2*5^3*7^2*17^2
10297	510008415	84	3^1*5^1*7^6*17^2
10298	510183360	196	2^6*3^13*5^1
10299	510203043	90	3^9*7^2*23^2
10300	510209568	126	2^5*3^2*11^6
10301	510656882	30	2^1*19^2*29^4
10302	510907500	270	2^2*3^5*5^4*29^2
10303	511212100	243	2^2*5^2*7^2*17^2*19^2
10304	511225000	216	2^3*5^5*11^2*13^2
10305	511377408	204	2^16*3^3*17^2
10306	511600536	144	2^3*3^11*19^2
10307	511664400	405	2^4*3^2*5^2*13^2*29^2
10308	511981129	21	11^6*17^2
10309	512000000	112	2^15*5^6
10310	512265600	864	2^7*3^3*5^2*7^2*11^2
10311	512317872	200	2^4*3^7*11^4
10312	512479044	189	2^2*3^2*7^6*11^2
10313	512512128	216	2^7*3^2*23^2*29^2
10314	513024512	270	2^9*7^2*11^2*13^2
10315	513085690	108	2^1*5^1*13^2*19^2*29^2
10316	513153024	120	2^11*3^1*17^4
10317	513337500	324	2^2*3^5*5^5*13^2
10318	513486006	60	2^1*3^1*11^2*29^4
10319	513688560	540	2^4*3^1*5^1*7^2*11^2*19^2
10320	513802240	132	2^21*5^1*7^2
10321	514044300	486	2^2*3^1*5^2*7^2*11^2*17^2
10322	514291684	81	2^2*17^2*23^2*29^2
10323	514382400	567	2^6*3^8*5^2*7^2
10324	514434888	156	2^3*3^12*11^2
10325	514596726	112	2^1*3^7*7^6
10326	514949760	432	2^7*3^2*5^1*13^2*23^2
10327	515144448	486	2^8*3^5*7^2*13^2
10328	515526050	90	2^1*5^2*13^4*19^2
10329	515607849	35	3^6*29^4
10330	515616300	324	2^2*3^3*5^2*19^2*23^2
10331	515811240	504	2^3*3^6*5^1*7^2*19^2
10332	515973375	144	3^3*5^3*17^2*23^2
10333	516168450	378	2^1*3^6*5^2*7^2*17^2
10334	516380176	135	2^4*13^2*19^2*23^2
10335	516560652	54	2^2*3^17
10336	516710400	252	2^13*3^1*5^2*29^2
10337	516796875	108	3^3*5^8*7^2
10338	516925696	135	2^8*7^4*29^2
10339	516933144	432	2^3*3^3*7^2*13^2*17^2
10340	517244049	75	3^4*7^2*19^4
10341	517562500	189	2^2*5^6*7^2*13^2
10342	517969298	90	2^1*7^2*11^4*19^2
10343	518382150	180	2^1*3^1*5^2*11^2*13^4
10344	518400000	360	2^11*3^4*5^5
10345	518420000	270	2^5*5^4*7^2*23^2
10346	518472900	405	2^2*3^4*5^2*11^2*23^2
10347	518616000	560	2^6*3^3*5^3*7^4
10348	518832090	108	2^1*3^2*5^1*7^8
10349	519241008	270	2^4*3^1*11^2*13^2*23^2
10350	519840000	405	2^8*3^2*5^4*19^2
10351	519851535	60	3^1*5^1*7^2*29^4
10352	520028160	204	2^16*3^1*5^1*23^2
10353	520056600	360	2^3*3^1*5^2*7^4*19^2
10354	520109667	162	3^5*7^2*11^2*19^2
10355	520224768	270	2^17*3^4*7^2
10356	520524225	105	3^6*5^2*13^4
10357	520615350	180	2^1*3^9*5^2*23^2
10358	520838934	84	2^1*3^1*7^2*11^6
10359	521284000	120	2^5*5^3*19^4
10360	521295372	84	2^2*3^3*13^6
10361	521386632	252	2^3*3^6*13^2*23^2
10362	521645000	180	2^3*5^4*17^2*19^2
10363	522006250	60	2^1*5^5*17^4
10364	522031104	351	2^12*3^2*7^2*17^2
10365	522324075	162	3^1*5^2*7^2*13^2*29^2
10366	522720000	540	2^8*3^3*5^4*11^2
10367	522937800	540	2^3*3^2*5^2*7^4*11^2
10368	522991161	105	3^6*7^2*11^4
10369	523189464	216	2^3*3^1*7^2*23^2*29^2
10370	523494400	297	2^10*5^2*11^2*13^2
10371	523843712	120	2^7*7^2*17^4
10372	524361728	126	2^13*11^2*23^2
10373	524535000	360	2^3*3^1*5^4*11^2*17^2
10374	524622528	252	2^6*3^3*19^2*29^2
10375	524701875	50	3^1*5^4*23^4
10376	524808375	120	3^1*5^3*7^2*13^4
10377	524880000	360	2^7*3^8*5^4
10378	524900250	360	2^1*3^4*5^3*7^2*23^2
10379	524985840	360	2^4*3^3*5^1*17^2*29^2
10380	525098700	360	2^2*3^7*5^2*7^4
10381	525625000	96	2^3*5^7*29^2
10382	525657600	540	2^9*3^5*5^2*13^2
10383	525876624	375	2^4*3^4*7^4*13^2
10384	526436352	180	2^11*3^2*13^4
10385	526444134	108	2^1*3^1*17^2*19^2*29^2
10386	526528512	234	2^12*3^5*23^2
10387	526702500	315	2^2*3^6*5^4*17^2
10388	527076000	360	2^5*3^2*5^3*11^4
10389	527117760	504	2^6*3^3*5^1*13^2*19^2
10390	527295615	100	3^1*5^1*7^4*11^4
10391	527343750	88	2^1*3^3*5^10
10392	527475200	270	2^9*5^2*7^2*29^2
10393	527482800	540	2^4*3^3*5^2*13^2*17^2
10394	527529024	315	2^6*3^4*11^2*29^2
10395	527800050	150	2^1*3^4*5^2*19^4
10396	528125000	108	2^3*5^8*13^2
10397	528264256	105	2^6*13^4*17^2
10398	528356736	288	2^7*3^3*17^2*23^2
10399	528540100	135	2^2*5^2*11^4*19^2
10400	528581976	120	2^3*3^1*13^2*19^4
10401	529000000	147	2^6*5^6*23^2
10402	529254000	480	2^4*3^7*5^3*11^2
10403	529360722	162	2^1*3^2*11^2*17^2*29^2
10404	529708896	180	2^5*3^9*29^2
10405	529984000	360	2^9*5^3*7^2*13^2
10406	530058529	81	7^2*11^2*13^2*23^2
10407	530191308	90	2^2*3^1*17^4*23^2
10408	530670000	450	2^4*3^1*5^4*7^2*19^2
10409	530724150	324	2^1*3^5*5^2*11^2*19^2
10410	530841600	285	2^18*3^4*5^2
10411	531037500	324	2^2*3^1*5^5*7^2*17^2
10412	531062784	280	2^13*3^3*7^4
10413	531441000	208	2^3*3^12*5^3
10414	531468300	126	2^2*3^1*5^2*11^6
10415	531510408	324	2^3*3^2*11^2*13^2*19^2
10416	531548163	72	3^7*17^2*29^2
10417	531628032	126	2^20*3^1*13^2
10418	531878490	324	2^1*3^2*5^1*11^2*13^2*17^2
10419	532316160	288	2^15*3^2*5^1*19^2
10420	532684800	378	2^13*3^2*5^2*17^2
10421	532906752	270	2^8*3^1*7^4*17^2
10422	532917225	99	3^10*5^2*19^2
10423	532983750	180	2^1*3^1*5^4*13^2*29^2
10424	533610000	675	2^4*3^2*5^4*7^2*11^2
10425	533664450	210	2^1*3^6*5^2*11^4
10426	533706732	216	2^2*3^7*13^2*19^2
10427	533794816	65	2^12*19^4
10428	533866800	270	2^4*3^1*5^2*23^2*29^2
10429	534068640	540	2^5*3^4*5^1*7^2*29^2
10430	534076335	144	3^7*5^1*13^2*17^2
10431	534455064	240	2^3*3^3*11^4*13^2
10432	534534400	135	2^8*5^2*17^4
10433	535092250	216	2^1*5^3*7^2*11^2*19^2
10434	535552164	243	2^2*3^2*7^2*19^2*29^2
10435	535815000	480	2^3*3^7*5^4*7^2
10436	535869675	108	3^11*5^2*11^2
10437	536406000	360	2^4*3^1*5^3*13^2*23^2
10438	536608800	810	2^5*3^4*5^2*7^2*13^2
10439	536663556	243	2^2*3^8*11^2*13^2
10440	536752128	234	2^12*3^1*11^2*19^2
10441	536832387	84	3^3*7^6*13^2
10442	536870912	30	2^29
10443	537123840	396	2^10*3^1*5^1*11^2*17^2
10444	537303375	216	3^5*5^3*7^2*19^2
10445	537403776	240	2^7*3^1*7^2*13^4
10446	537497856	405	2^8*3^4*7^2*23^2
10447	538240000	165	2^10*5^4*29^2
10448	538315690	108	2^1*5^1*11^2*23^2*29^2
10449	538472025	243	3^2*5^2*7^2*13^2*17^2
10450	538519212	324	2^2*3^3*7^2*11^2*29^2
10451	538881174	84	2^1*3^13*13^2
10452	538970112	252	2^11*3^6*19^2
10453	539343360	420	2^9*3^6*5^1*17^2
10454	539364168	324	2^3*3^2*7^2*17^2*23^2
10455	539725824	195	2^12*3^2*11^4
10456	540000000	288	2^8*3^3*5^7
10457	540225000	360	2^3*3^2*5^5*7^4
10458	540540135	108	3^5*5^1*23^2*29^2
10459	540744498	162	2^1*3^8*7^2*29^2
10460	540841536	315	2^6*3^4*17^2*19^2
10461	540876050	162	2^1*5^2*11^2*13^2*23^2
10462	541080540	648	2^2*3^3*5^1*7^2*11^2*13^2
10463	541500000	252	2^5*3^1*5^6*19^2
10464	541599872	120	2^7*11^4*17^2
10465	541696000	168	2^13*5^3*23^2
10466	541725625	75	5^4*7^4*19^2
10467	541772176	75	2^4*11^2*23^4
10468	541900800	540	2^14*3^3*5^2*7^2
10469	541956096	288	2^11*3^7*11^2
10470	542126592	210	2^9*3^2*7^6
10471	542703616	153	2^16*7^2*13^2
10472	542719458	90	2^1*3^2*17^4*19^2
10473	543111075	162	3^5*5^2*13^2*23^2
10474	543191808	90	2^8*3^1*29^4
10475	543316410	324	2^1*3^8*5^1*7^2*13^2
10476	543782400	540	2^9*3^1*5^2*7^2*17^2
10477	543837888	378	2^6*3^5*11^2*17^2
10478	543915684	135	2^2*3^2*13^4*23^2
10479	544008976	105	2^4*7^6*17^2
10480	544010904	120	2^3*3^5*23^4
10481	544195584	143	2^10*3^12
10482	544500000	378	2^5*3^2*5^6*11^2
10483	544726875	150	3^1*5^4*7^4*11^2
10484	544989025	81	5^2*7^2*23^2*29^2
10485	545726214	120	2^1*3^3*11^2*17^4
10486	545775360	324	2^8*3^1*5^1*13^2*29^2
10487	546085152	198	2^5*3^10*17^2
10488	546390625	63	5^6*11^2*17^2
10489	546416640	648	2^11*3^2*5^1*7^2*11^2
10490	546481800	324	2^3*3^2*5^2*19^2*29^2
10491	546750000	280	2^4*3^7*5^6
10492	546860250	216	2^1*3^2*5^3*17^2*29^2
10493	547560000	525	2^6*3^4*5^4*13^2
10494	547788150	360	2^1*3^3*5^2*7^4*13^2
10495	547934464	243	2^8*7^2*11^2*19^2
10496	547981281	45	3^8*17^4
10497	548371200	270	2^8*3^1*5^2*13^4
10498	548467200	450	2^9*3^4*5^2*23^2
10499	548488360	120	2^3*5^1*7^2*23^4
10500	548599688	100	2^3*7^4*13^4
10501	548674560	528	2^10*3^7*5^1*7^2
10502	548695728	300	2^4*3^3*7^4*23^2
10503	549037500	180	2^2*3^1*5^5*11^4
10504	549081000	432	2^3*3^2*5^3*13^2*19^2
10505	549279744	216	2^11*3^1*13^2*23^2
10506	549461250	270	2^1*3^2*5^4*13^2*17^2
10507	549509400	432	2^3*3^3*5^2*11^2*29^2
10508	550198656	432	2^7*3^5*7^2*19^2
10509	550323488	162	2^5*11^2*13^2*29^2
10510	550371600	405	2^4*3^2*5^2*17^2*23^2
10511	550606225	45	5^2*13^2*19^4
10512	550970112	270	2^8*3^1*7^2*11^4
10513	551035815	108	3^1*5^1*11^2*19^2*29^2
10514	551157760	108	2^17*5^1*29^2
10515	551306250	252	2^1*3^6*5^5*11^2
10516	551518472	60	2^3*19^4*23^2
10517	551780100	243	2^2*3^8*5^2*29^2
10518	551900410	108	2^1*5^1*17^2*19^2*23^2
10519	552109068	324	2^2*3^3*7^2*17^2*19^2
10520	552491415	120	3^3*5^1*7^2*17^4
10521	552597552	270	2^4*3^5*13^2*29^2
10522	552781250	126	2^1*5^6*7^2*19^2
10523	552940960	180	2^5*5^1*11^2*13^4
10524	552960000	320	2^15*3^3*5^4
10525	553037760	504	2^6*3^3*5^1*11^2*23^2
10526	553190400	495	2^10*3^2*5^2*7^4
10527	553246848	504	2^7*3^6*7^2*11^2
10528	553420896	108	2^5*3^1*7^8
10529	553584375	72	3^11*5^5
10530	553656675	162	3^1*5^2*11^2*13^2*19^2
10531	553779200	162	2^17*5^2*13^2
10532	554496000	312	2^12*3^1*5^3*19^2
10533	554508304	75	2^4*7^2*29^4
10534	554573976	216	2^3*3^1*11^2*19^2*23^2
10535	554696704	63	2^20*23^2
10536	554727040	240	2^7*5^1*7^4*19^2
10537	554880000	330	2^10*3^1*5^4*17^2
10538	555111200	270	2^5*5^2*7^4*17^2
